crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arhar/Tur,2025,Kharif     ,Uttarakhand,3246.5506107855576,2571.5398169803816,1373.4541831008398,693775.6937787868,1301.1565118600174,0.7920836990611874
Barley,2025,Rabi       ,Uttarakhand,19251.277099612387,23917.93444259592,1288.1587990462376,3893226.7777777403,7554.743463031367,1.2424076760641243
Garlic,2025,Whole Year ,Uttarakhand,5482.456790658117,37755.76376232438,1369.066589970875,1148162.5317523929,2102.134340690787,6.886650493380753
Gram,2025,Rabi       ,Uttarakhand,708.1854933996183,500.16777131523145,1357.163730083192,151599.20455068638,305.7237085708872,0.7062666151408927
Groundnut,2025,Kharif     ,Uttarakhand,661.2258103364829,951.0659237128697,1174.5276480010339,123799.6722491499,238.7062015641001,1.438337567659214
Horse-gram,2025,Kharif     ,Uttarakhand,12866.236441400726,12676.784141494187,1341.6885727860172,2531658.3440104797,5015.5753779343695,0.9852752356316938
Maize,2025,Kharif     ,Uttarakhand,19238.727730312163,38964.69117711201,1448.0724505624084,4063911.4292330523,7839.322037733959,2.0253257763880095
Maize,2025,Summer     ,Uttarakhand,201.15257082321386,427.31147828794366,1507.9303353723894,39532.26274919497,72.64761696050867,2.1243152724281766
Masoor,2025,Rabi       ,Uttarakhand,9324.044563866964,6824.752701078281,1504.4285265597896,1824154.5773987432,3566.042500927717,0.7319519607967048
Moong(Green Gram),2025,Kharif     ,Uttarakhand,8.711735975107906,7.878687035775352,1362.1504077801262,1814.919479551635,3.2502730704416933,0.9043762412321918
Moong(Green Gram),2025,Summer     ,Uttarakhand,7.344466025638527,6.12709210862692,1491.675465866151,1620.608390886418,2.936820944273263,0.8342460959364615
Moth,2025,Kharif     ,Uttarakhand,40.427509952081415,22.68705766278532,1425.6909027147506,7584.278697533449,16.42690844607488,0.5611787045424319
Onion,2025,Whole Year ,Uttarakhand,3509.417519966621,48985.8313326371,1488.8950558443037,776977.9056900865,1213.3034232222726,13.95839368041424
Other  Rabi pulses,2025,Rabi       ,Uttarakhand,32.713833897439336,24.993619089144786,1454.7454132557448,6062.634854047807,12.375042202566268,0.7640076417671471
Other Cereals,2025,Kharif     ,Uttarakhand,650.2407702021998,363.08945301360734,1383.4841316112038,112696.61767301954,220.18805976367113,0.5583923212023456
Other Cereals,2025,Rabi       ,Uttarakhand,410.51561912208007,351.81290529378214,1554.021000518332,75540.81297729927,155.7648883371553,0.8570024839643415
Other Kharif pulses,2025,Kharif     ,Uttarakhand,14385.247985969538,14082.531400450061,1269.1927496101928,2853912.0692547564,4850.815367148262,0.9789564569331911
Peas & beans (Pulses),2025,Rabi       ,Uttarakhand,4604.558692420979,3028.7368024303964,1262.4815341950725,1014498.0167296617,1894.5575095633847,0.6577691815321287
Potato,2025,Kharif     ,Uttarakhand,5709.938673802627,56389.88485331018,1247.3401561168273,1184855.0468513963,2416.1741450569266,9.875742643616944
Potato,2025,Rabi       ,Uttarakhand,5596.912065606231,70810.09470335262,1344.1849839147328,1117847.5679330225,1967.5917485863147,12.651636093854334
Ragi,2025,Kharif     ,Uttarakhand,79678.19362169085,126220.31170498629,1341.541757565454,16587538.781542165,31420.16677046593,1.5841261701322662
Rapeseed &Mustard,2025,Rabi       ,Uttarakhand,12947.413853083634,9409.077104538685,1250.0761001351557,2481794.0035331356,5254.228500955504,0.7267147873162146
Rice,2025,Kharif     ,Uttarakhand,252217.7058655022,519963.23305862205,1370.278853659922,50796421.99671736,88720.8006600137,2.061565151718167
Rice,2025,Summer     ,Uttarakhand,15632.596340185304,58772.90782882201,1350.4807887675718,3122278.3016235144,6151.777912250473,3.7596382935916925
Sesamum,2025,Kharif     ,Uttarakhand,1964.4887632743441,463.1483146526816,1377.8552023790387,435533.22953483276,764.9547087840161,0.23576022592296303
Small millets,2025,Kharif     ,Uttarakhand,40823.28457188317,61352.556069312406,1385.4608191510767,8761100.194569193,16820.02068040403,1.5028814244792217
Soyabean,2025,Kharif     ,Uttarakhand,6954.74583272454,8562.508194953718,1273.0750768019618,1483336.889942737,2865.162553804739,1.2311748554007662
Sugarcane,2025,Whole Year ,Uttarakhand,89003.83512810187,7159251.173013334,1409.9985446025667,18897221.483492803,29266.068568771116,80.43755825475534
Sunflower,2025,Kharif     ,Uttarakhand,2.9347711529889287,2.2788767651831847,1541.2982418181593,668.3063287823693,1.088193280854961,0.7765091880715312
Sunflower,2025,Summer     ,Uttarakhand,3.0894876193335934,1.9890589113848585,1380.0182290405446,592.7935545323048,1.1281223404155087,0.6438151423354469
Tobacco,2025,Whole Year ,Uttarakhand,3.073701213360998,6.165839831265899,1399.9091628139668,634.4328173549916,1.0996235323497123,2.0059984374745854
Turmeric,2025,Whole Year ,Uttarakhand,1266.5645585852508,3855.620695391112,1350.6871640973065,276820.13177903957,439.11235170828184,3.044156469764028
Urad,2025,Kharif     ,Uttarakhand,12631.090786920264,14694.302364209687,1320.1507196022733,2329292.197056992,5076.453199520558,1.1633438957960716
Urad,2025,Summer     ,Uttarakhand,57.90500037516499,66.18403943916327,1315.2486739338099,10912.099309675066,23.278702888102153,1.1429762371187049
Wheat,2025,Rabi       ,Uttarakhand,298205.4955755341,678938.9621358525,1394.6709988995306,64003122.55081659,107024.98295644377,2.276748658925638
other oilseeds,2025,Kharif     ,Uttarakhand,13.12851452836743,9.566620248383193,1307.4162048444782,2538.97721699746,5.462805818999073,0.7286902282594214
other oilseeds,2025,Rabi       ,Uttarakhand,31.745763894826016,21.554403436584572,1321.8527379138648,5663.818045366585,12.236518782067847,0.6789694369300576
