crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,2005,Whole Year ,Andhra Pradesh,293.0,234.0,1075.5,35136.56,61.53,0.8025
Arhar/Tur,2005,Kharif     ,Andhra Pradesh,494523.0,300636.0,1075.5,59303198.16,103849.83,0.554545455
Bajra,2005,Kharif     ,Andhra Pradesh,68884.0,72401.0,1075.5,8260569.28,14465.64,0.941666667
Bajra,2005,Rabi       ,Andhra Pradesh,12107.0,9751.0,1075.5,1451871.44,2542.47,0.952307692
Banana,2005,Whole Year ,Andhra Pradesh,45642.0,935517.0,1075.5,5473388.64,9584.82,23.9085
Cashewnut,2005,Whole Year ,Andhra Pradesh,148372.0,40153.0,1075.5,17792770.24,31158.12,0.285882353
Castor seed,2005,Kharif     ,Andhra Pradesh,344587.0,140019.0,1075.5,41322873.04,72363.27,0.462777778
Coconut ,2005,Whole Year ,Andhra Pradesh,104438.0,891991928.0,1075.5,12524204.96,21931.98,7717.767778
Coriander,2005,Whole Year ,Andhra Pradesh,28114.0,12725.0,1075.5,3371430.88,5903.94,0.503333333
Cotton(lint),2005,Kharif     ,Andhra Pradesh,1032629.0,2107984.0,1075.5,123832869.7,216852.09,1.727272727
Dry chillies,2005,Kharif     ,Andhra Pradesh,127631.0,417095.0,1075.5,15305509.52,26802.51,2.937272727
Dry chillies,2005,Rabi       ,Andhra Pradesh,43815.0,120617.0,1075.5,5254294.8,9201.15,2.799090909
Garlic,2005,Whole Year ,Andhra Pradesh,800.0,0.0,1075.5,95936.0,168.0,0.0
Ginger,2005,Whole Year ,Andhra Pradesh,2161.0,16456.0,1075.5,259147.12,453.81,5.812222222
Gram,2005,Rabi       ,Andhra Pradesh,394443.0,626974.0,1075.5,47301604.56,82833.03,1.602631579
Groundnut,2005,Kharif     ,Andhra Pradesh,1614668.0,912020.0,1075.5,193630986.6,339080.28,1.069545455
Groundnut,2005,Rabi       ,Andhra Pradesh,260876.0,453797.0,1075.5,31284249.92,54783.96,1.975
Horse-gram,2005,Kharif     ,Andhra Pradesh,9919.0,4917.0,1075.5,1189486.48,2082.99,0.43
Horse-gram,2005,Rabi       ,Andhra Pradesh,46703.0,16110.0,1075.5,5600623.76,9807.63,0.32
Jowar,2005,Kharif     ,Andhra Pradesh,182851.0,280035.0,1075.5,21927491.92,38398.71,0.996818182
