crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arhar/Tur,2024,Kharif     ,Uttarakhand,3336.7152953612813,2812.9580353928295,1462.690639709339,648139.8063696001,1184.8891195444776,0.843032079873107
Barley,2024,Rabi       ,Uttarakhand,19634.055962201255,27064.90147886394,1366.5720964030602,3868981.170873649,8693.494538060102,1.3784671659777414
Garlic,2024,Whole Year ,Uttarakhand,5138.937377568971,33537.68052124139,1505.087373006509,1088623.1834495598,2143.7886970757218,6.526189765929147
Gram,2024,Rabi       ,Uttarakhand,710.0423261243362,525.0268937686965,1332.1206468906644,134532.75841605154,266.3601957629554,0.7394304176688735
Groundnut,2024,Kharif     ,Uttarakhand,597.017160522785,938.3921173051282,1260.1412999579086,124251.54128728154,237.43970488966295,1.5718009118589056
Horse-gram,2024,Kharif     ,Uttarakhand,13047.219494437633,12326.699174277272,1305.7446295456457,2634914.9884471046,5080.951756422176,0.9447759485867822
Maize,2024,Kharif     ,Uttarakhand,19144.99526632928,39483.03365967029,1375.2055689323654,4007035.8863950633,7563.066172788217,2.062316188142912
Maize,2024,Summer     ,Uttarakhand,214.71322202802128,444.6402748730034,1390.7141453817476,40854.93528833037,75.85883979229041,2.0708565158366232
Masoor,2024,Rabi       ,Uttarakhand,8976.21137342642,6382.782250575749,1343.6507819728145,1816814.5376526099,3641.934819532018,0.7110775342781727
Moong(Green Gram),2024,Kharif     ,Uttarakhand,9.559376590388892,8.63109270381367,1416.2974815890088,1834.358306440514,3.746549501966072,0.902892842666275
Moong(Green Gram),2024,Summer     ,Uttarakhand,7.9671361725115455,6.07235808295066,1384.8230937884912,1709.934319255313,3.221398957835696,0.7621757619634636
Moth,2024,Kharif     ,Uttarakhand,40.41866812078654,23.24203273661377,1481.1952327011604,9144.846640847754,16.30544998907632,0.5750321279057892
Onion,2024,Whole Year ,Uttarakhand,3675.61604522746,53933.00542431207,1426.1027345131852,712761.2505468533,1428.9383221014807,14.673188048120654
Other  Rabi pulses,2024,Rabi       ,Uttarakhand,31.26648060565659,23.720936865687044,1430.1179088058716,5527.33082502569,12.204997019936,0.7586698728540481
Other Cereals,2024,Kharif     ,Uttarakhand,647.8956837470319,368.1773960573218,1384.867760179312,131643.98532613993,239.2637527618904,0.5682664745164056
Other Cereals,2024,Rabi       ,Uttarakhand,418.01415173111593,326.96928249018816,1257.8784346361795,75325.91328569816,167.9052397137937,0.7821966819451328
Other Kharif pulses,2024,Kharif     ,Uttarakhand,14381.38919184975,16906.7111902928,1319.5167712293016,2721532.475059405,5376.701428213845,1.1755965272029636
Peas & beans (Pulses),2024,Rabi       ,Uttarakhand,4821.936808693681,3370.3940857922166,1343.7350843349893,910788.94032576,1900.3836700403338,0.6989710192210702
Potato,2024,Kharif     ,Uttarakhand,5917.965609855089,64685.37903924323,1425.859683682732,1168140.7304436113,2196.0586698312927,10.930340475707354
Potato,2024,Rabi       ,Uttarakhand,4954.010477222292,59483.404823575016,1381.540250422005,1095750.4682516719,2170.8587115079417,12.007121320608771
Ragi,2024,Kharif     ,Uttarakhand,90066.06536139625,143494.74034959887,1371.3830245517051,17827921.695673235,32746.085621000228,1.5932164880725765
Rapeseed &Mustard,2024,Rabi       ,Uttarakhand,13189.132068142557,8989.317847690008,1318.7505190159397,2605436.2527417326,5439.8452324159025,0.681570083705742
Rice,2024,Kharif     ,Uttarakhand,248297.50255579955,501381.7165071426,1379.0565634180743,51898960.85047387,101713.6107890428,2.0192781294466213
Rice,2024,Summer     ,Uttarakhand,14184.787877550256,54227.568289721065,1324.304332204989,2975992.4268367635,6157.089937679499,3.82293826018682
Sesamum,2024,Kharif     ,Uttarakhand,1837.3657867317506,423.62546139496,1400.3245649305068,390679.1169501135,784.1895381547733,0.2305613092690116
Small millets,2024,Kharif     ,Uttarakhand,45098.046056648935,62990.32982423787,1294.9848081529237,9077443.65396441,15488.605958317517,1.3967418842296169
Soyabean,2024,Kharif     ,Uttarakhand,7195.325584556227,8981.721382897773,1399.1767031345623,1522948.9423765393,2576.9258848819904,1.2482717115922868
Sugarcane,2024,Whole Year ,Uttarakhand,85287.39184994296,6898345.863733795,1207.364469208771,18960601.19820113,35235.77467030854,80.88353640677556
Sunflower,2024,Kharif     ,Uttarakhand,2.9130746160702077,2.2778414682338104,1387.518333796922,578.4459644142736,1.140332660478739,0.781937220443279
Sunflower,2024,Summer     ,Uttarakhand,2.9449229945383824,2.1555173984736244,1225.9199410886836,641.0506519719037,1.2057362217089362,0.7319435525041641
Tobacco,2024,Whole Year ,Uttarakhand,3.200629200821935,6.830035582309569,1533.7127500038223,653.7763858635102,1.0761718015789707,2.1339665277551014
Turmeric,2024,Whole Year ,Uttarakhand,1291.3261565697906,3870.476168683882,1262.982703712961,258863.81188932873,538.2409757375087,2.9972878261563345
Urad,2024,Kharif     ,Uttarakhand,12372.157384480877,14271.66926734224,1443.1014722162263,2465727.1928526494,4756.049176185342,1.153531176805432
Urad,2024,Summer     ,Uttarakhand,53.358081111366516,60.85597045227477,1372.9202484587604,12554.294980215544,19.996026613381275,1.1405202208313865
Wheat,2024,Rabi       ,Uttarakhand,301026.0593037148,635556.9283377932,1406.0921076948111,59247356.39833823,114755.60281452068,2.1113020241764504
other oilseeds,2024,Kharif     ,Uttarakhand,13.56923503957141,9.812749490367183,1344.595824745336,2923.7137268016613,5.558355226063752,0.7231615829301107
other oilseeds,2024,Rabi       ,Uttarakhand,29.96987364824372,20.59673169899528,1291.6570377185024,6043.047711160062,11.640265825869587,0.6872478656646682
