crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,2012,Kharif     ,Andhra Pradesh,581.0,365.0,968.7,87614.8,180.11,1.453333333
Arhar/Tur,2012,Kharif     ,Andhra Pradesh,480000.0,251000.0,968.7,72384000.0,148800.0,0.5885
Bajra,2012,Kharif     ,Andhra Pradesh,60000.0,100000.0,968.7,9048000.0,18600.0,1.483636364
Bajra,2012,Rabi       ,Andhra Pradesh,7000.0,11000.0,968.7,1055600.0,2170.0,1.4
Cashewnut,2012,Kharif     ,Andhra Pradesh,121782.0,33048.0,968.7,18364725.6,37752.42,0.278181818
Castor seed,2012,Kharif     ,Andhra Pradesh,208000.0,105000.0,968.7,31366400.0,64480.0,0.764
Coconut ,2012,Whole Year ,Andhra Pradesh,99825.0,1670659000.0,968.7,15053610.0,30945.75,14794.63
Coriander,2012,Kharif     ,Andhra Pradesh,1109.0,717.0,968.7,167237.2,343.79,0.575
Coriander,2012,Rabi       ,Andhra Pradesh,7528.0,4534.0,968.7,1135222.4,2333.68,0.723333333
Cotton(lint),2012,Kharif     ,Andhra Pradesh,2402000.0,5600000.0,968.7,362221600.0,744620.0,2.440454545
Cowpea(Lobia),2012,Kharif     ,Andhra Pradesh,5000.0,2000.0,968.7,754000.0,1550.0,0.4
Cowpea(Lobia),2012,Rabi       ,Andhra Pradesh,18000.0,17000.0,968.7,2714400.0,5580.0,1.0425
Dry chillies,2012,Kharif     ,Andhra Pradesh,160000.0,581000.0,968.7,24128000.0,49600.0,2.63
Dry chillies,2012,Rabi       ,Andhra Pradesh,44000.0,175000.0,968.7,6635200.0,13640.0,3.632142857
Ginger,2012,Kharif     ,Andhra Pradesh,702.0,2587.0,968.7,105861.6,217.62,6.5525
Ginger,2012,Rabi       ,Andhra Pradesh,1.0,8.0,968.7,150.8,0.31,8.0
Gram,2012,Rabi       ,Andhra Pradesh,681000.0,762000.0,968.7,102694800.0,211110.0,1.322
Groundnut,2012,Kharif     ,Andhra Pradesh,1059000.0,563000.0,968.7,159697200.0,328290.0,1.296
Groundnut,2012,Rabi       ,Andhra Pradesh,286000.0,549000.0,968.7,43128800.0,88660.0,2.015238095
Horse-gram,2012,Kharif     ,Andhra Pradesh,5000.0,3000.0,968.7,754000.0,1550.0,0.556666667
Horse-gram,2012,Rabi       ,Andhra Pradesh,27000.0,16000.0,968.7,4071600.0,8370.0,0.566666667
Jowar,2012,Kharif     ,Andhra Pradesh,103000.0,161000.0,968.7,15532400.0,31930.0,1.567272727
Jowar,2012,Rabi       ,Andhra Pradesh,184000.0,381000.0,968.7,27747200.0,57040.0,1.562857143
Linseed,2012,Kharif     ,Andhra Pradesh,422.0,203.0,968.7,63637.6,130.82,0.455
Maize,2012,Kharif     ,Andhra Pradesh,565000.0,2341000.0,968.7,85202000.0,175150.0,4.040952381
Maize,2012,Rabi       ,Andhra Pradesh,407000.0,2513000.0,968.7,61375600.0,126170.0,6.119545455
Mesta,2012,Kharif     ,Andhra Pradesh,15000.0,126000.0,968.7,2262000.0,4650.0,7.125
Moong(Green Gram),2012,Kharif     ,Andhra Pradesh,151000.0,107000.0,968.7,22770800.0,46810.0,0.554736842
