crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,1997,Whole Year ,Assam,73814.0,56708.0,2051.4,7024878.38,22882.34,0.796086957
Arhar/Tur,1997,Kharif     ,Assam,6637.0,4685.0,2051.4,631643.29,2057.47,0.710434783
Castor seed,1997,Kharif     ,Assam,796.0,22.0,2051.4,75755.32,246.76,0.238333333
Coconut ,1997,Whole Year ,Assam,19656.0,126905000.0,2051.4,1870661.52,6093.36,5238.051739
Cotton(lint),1997,Kharif     ,Assam,1739.0,794.0,2051.4,165500.63,539.09,0.420909091
Dry chillies,1997,Whole Year ,Assam,13587.0,9073.0,2051.4,1293074.79,4211.97,0.643636364
Gram,1997,Rabi       ,Assam,2979.0,1507.0,2051.4,283511.43,923.49,0.465454545
Jute,1997,Kharif     ,Assam,94520.0,904095.0,2051.4,8995468.4,29301.2,9.919565217
Linseed,1997,Rabi       ,Assam,10098.0,5158.0,2051.4,961026.66,3130.38,0.461363636
Maize,1997,Kharif     ,Assam,19216.0,14721.0,2051.4,1828786.72,5956.96,0.615652174
Mesta,1997,Kharif     ,Assam,5915.0,29003.0,2051.4,562930.55,1833.65,4.568947368
Niger seed,1997,Whole Year ,Assam,9914.0,5076.0,2051.4,943515.38,3073.34,0.482352941
Onion,1997,Whole Year ,Assam,7832.0,17943.0,2051.4,745371.44,2427.92,2.342608696
Other  Rabi pulses,1997,Rabi       ,Assam,108297.0,58272.0,2051.4,10306625.49,33572.07,0.520869565
Potato,1997,Whole Year ,Assam,75259.0,671871.0,2051.4,7162399.03,23330.29,7.561304348
Rapeseed &Mustard,1997,Rabi       ,Assam,279292.0,154772.0,2051.4,26580219.64,86580.52,0.554782609
Rice,1997,Autumn     ,Assam,607358.0,398311.0,2051.4,57802260.86,188280.98,0.780869565
Rice,1997,Summer     ,Assam,174974.0,209623.0,2051.4,16652275.58,54241.94,1.060434783
Rice,1997,Winter     ,Assam,1743321.0,1647296.0,2051.4,165911859.6,540429.51,0.941304348
Sesamum,1997,Whole Year ,Assam,15765.0,8257.0,2051.4,1500355.05,4887.15,0.487391304
Small millets,1997,Kharif     ,Assam,10490.0,5391.0,2051.4,998333.3,3251.9,0.473
Sugarcane,1997,Kharif     ,Assam,31318.0,1287451.0,2051.4,2980534.06,9708.58,41.89695652
Sweet potato,1997,Whole Year ,Assam,9380.0,32618.0,2051.4,892694.6,2907.8,3.440434783
Tapioca,1997,Whole Year ,Assam,2465.0,11728.0,2051.4,234594.05,764.15,4.41826087
Tobacco,1997,Whole Year ,Assam,433.0,26.0,2051.4,41208.61,134.23,0.38
Turmeric,1997,Whole Year ,Assam,10071.0,6974.0,2051.4,958457.07,3122.01,0.67
Wheat,1997,Rabi       ,Assam,84698.0,110054.0,2051.4,8060708.66,26256.38,1.25952381
Arecanut,1997,Whole Year ,Karnataka,93100.0,133342.0,1266.7,8860327.0,28861.0,1.293571429
Arhar/Tur,1997,Kharif     ,Karnataka,421810.0,98473.0,1266.7,40143657.7,130761.1,0.268235294
Bajra,1997,Kharif     ,Karnataka,301149.0,132056.0,1266.7,28660350.33,93356.19,0.404545455
Bajra,1997,Summer     ,Karnataka,820.0,662.0,1266.7,78039.4,254.2,0.81
Black pepper,1997,Kharif     ,Karnataka,3825.0,924.0,1266.7,364025.25,1185.75,0.4375
Cardamom,1997,Whole Year ,Karnataka,21230.0,1214.0,1266.7,2020459.1,6581.3,0.058571429
Coriander,1997,Whole Year ,Karnataka,17317.0,2853.0,1266.7,1648058.89,5368.27,0.121333333
Dry chillies,1997,Kharif     ,Karnataka,186579.0,139206.0,1266.7,17756723.43,57839.49,1.078333333
Dry chillies,1997,Rabi       ,Karnataka,4565.0,7895.0,1266.7,434451.05,1415.15,1.869444444
Garlic,1997,Whole Year ,Karnataka,5061.0,3799.0,1266.7,481655.37,1568.91,1.585
Ginger,1997,Kharif     ,Karnataka,3619.0,4745.0,1266.7,344420.23,1121.89,1.262307692
Groundnut,1997,Kharif     ,Karnataka,847666.0,525562.0,1266.7,80672373.22,262776.46,0.709411765
Groundnut,1997,Rabi       ,Karnataka,192416.0,181071.0,1266.7,18312230.72,59648.96,1.133333333
Horse-gram,1997,Kharif     ,Karnataka,178872.0,80124.0,1266.7,17023248.24,55450.32,0.45
Horse-gram,1997,Rabi       ,Karnataka,163173.0,82572.0,1266.7,15529174.41,50583.63,0.514705882
Jowar,1997,Kharif     ,Karnataka,389690.0,516093.0,1266.7,37086797.3,120803.9,1.228
Jowar,1997,Rabi       ,Karnataka,1501172.0,722773.0,1266.7,142866539.2,465363.32,0.510714286
Jowar,1997,Summer     ,Karnataka,6137.0,15135.0,1266.7,584058.29,1902.47,2.470909091
Maize,1997,Kharif     ,Karnataka,502797.0,1391132.0,1266.7,47851190.49,155867.07,2.687777778
Maize,1997,Rabi       ,Karnataka,48844.0,98932.0,1266.7,4648483.48,15141.64,1.98
Maize,1997,Summer     ,Karnataka,9730.0,20893.0,1266.7,926004.1,3016.3,2.165714286
Ragi,1997,Kharif     ,Karnataka,897921.0,1214282.0,1266.7,85455141.57,278355.51,1.191333333
Ragi,1997,Rabi       ,Karnataka,27104.0,33696.0,1266.7,2579487.68,8402.24,1.312222222
Ragi,1997,Summer     ,Karnataka,13521.0,25035.0,1266.7,1286793.57,4191.51,1.847777778
Rice,1997,Kharif     ,Karnataka,1031530.0,2340493.0,1266.7,98170710.1,319774.3,2.2335
Rice,1997,Rabi       ,Karnataka,53889.0,109350.0,1266.7,5128616.13,16705.59,2.073846154
Rice,1997,Summer     ,Karnataka,268044.0,762759.0,1266.7,25509747.48,83093.64,2.829444444
Sugarcane,1997,Whole Year ,Karnataka,308857.0,28999269.0,1266.7,29393920.69,95745.67,91.74736842
Turmeric,1997,Whole Year ,Karnataka,4342.0,24108.0,1266.7,413228.14,1346.02,4.452941176
Wheat,1997,Rabi       ,Karnataka,250698.0,118512.0,1266.7,23858928.66,77716.38,0.548333333
Arecanut,1997,Whole Year ,Kerala,76145.0,93995.0,3252.4,7246719.65,23604.95,1.147857143
Black pepper,1997,Whole Year ,Kerala,173855.0,55520.0,3252.4,16545780.35,53895.05,0.240714286
Cashewnut,1997,Whole Year ,Kerala,96073.0,74142.0,3252.4,9143267.41,29782.63,0.589285714
Coconut ,1997,Whole Year ,Kerala,884344.0,5210000000.0,3252.4,84163018.48,274146.64,5376.054286
Tapioca,1997,Whole Year ,Kerala,132875.0,2841819.0,3252.4,12645713.75,41191.25,22.80357143
Arecanut,1997,Whole Year ,Meghalaya,9569.0,12116.0,3818.2,910681.73,2966.39,1.245714286
Arhar/Tur,1997,Kharif     ,Meghalaya,865.0,683.0,3818.2,82322.05,268.15,0.806666667
Banana,1997,Whole Year ,Meghalaya,5239.0,63011.0,3818.2,498595.63,1624.09,11.20714286
Castor seed,1997,Rabi       ,Meghalaya,30.0,15.0,3818.2,2855.1,9.3,0.49
Cotton(lint),1997,Kharif     ,Meghalaya,7544.0,5590.0,3818.2,717962.48,2338.64,0.796666667
Dry chillies,1997,Whole Year ,Meghalaya,1766.0,1106.0,3818.2,168070.22,547.46,0.64
Ginger,1997,Kharif     ,Meghalaya,7357.0,45260.0,3818.2,700165.69,2280.67,6.054285714
Gram,1997,Rabi       ,Meghalaya,443.0,270.0,3818.2,42160.31,137.33,0.613333333
Jute,1997,Kharif     ,Meghalaya,4243.0,34683.0,3818.2,403806.31,1315.33,8.436666667
Linseed,1997,Kharif     ,Meghalaya,50.0,22.0,3818.2,4758.5,15.5,0.44
Maize,1997,Kharif     ,Meghalaya,17175.0,24878.0,3818.2,1634544.75,5324.25,1.444285714
Mesta,1997,Kharif     ,Meghalaya,4688.0,21558.0,3818.2,446156.96,1453.28,4.68
Mesta,1997,Whole Year ,Meghalaya,861.0,713.0,3818.2,81941.37,266.91,0.7525
Other  Rabi pulses,1997,Rabi       ,Meghalaya,1909.0,1511.0,3818.2,181679.53,591.79,0.777142857
Potato,1997,Whole Year ,Meghalaya,20764.0,200509.0,3818.2,1976109.88,6436.84,8.641428571
Rapeseed &Mustard,1997,Rabi       ,Meghalaya,6914.0,4467.0,3818.2,658005.38,2143.34,0.608571429
Rice,1997,Kharif     ,Meghalaya,105170.0,150101.0,3818.2,10009028.9,32602.7,1.378571429
Sesamum,1997,Kharif     ,Meghalaya,1326.0,688.0,3818.2,126195.42,411.06,0.575714286
Small millets,1997,Kharif     ,Meghalaya,2804.0,2237.0,3818.2,266856.68,869.24,0.861428571
Soyabean,1997,Kharif     ,Meghalaya,898.0,814.0,3818.2,85462.66,278.38,0.921428571
Sugarcane,1997,Whole Year ,Meghalaya,82.0,225.0,3818.2,7803.94,25.42,2.352
Sweet potato,1997,Whole Year ,Meghalaya,5212.0,16978.0,3818.2,496026.04,1615.72,3.221428571
Tapioca,1997,Whole Year ,Meghalaya,3959.0,21087.0,3818.2,376778.03,1227.29,6.537142857
Tobacco,1997,Rabi       ,Meghalaya,742.0,505.0,3818.2,70616.14,230.02,0.618
