crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arhar/Tur,2020,Kharif     ,Uttarakhand,3327.0,3992.0,1313.947826,644140.47,1230.99,0.87
Barley,2020,Rabi       ,Uttarakhand,19280.0,24479.0,1313.947826,3732800.8,7133.6,1.366923077
Garlic,2020,Whole Year ,Uttarakhand,5345.0,39638.0,1313.947826,1034845.45,1977.65,6.603478261
Gram,2020,Rabi       ,Uttarakhand,728.0,558.0,1313.947826,140948.08,269.36,0.748181818
Groundnut,2020,Kharif     ,Uttarakhand,617.0,933.0,1313.947826,119457.37,228.29,1.521666667
Horse-gram,2020,Kharif     ,Uttarakhand,13149.0,12844.0,1313.947826,2545777.89,4865.13,0.969090909
Maize,2020,Kharif     ,Uttarakhand,19697.0,41108.0,1313.947826,3813536.17,7287.89,1.973076923
Maize,2020,Summer     ,Uttarakhand,198.0,430.0,1313.947826,38334.78,73.26,2.125
Masoor,2020,Rabi       ,Uttarakhand,9246.0,6998.0,1313.947826,1790118.06,3421.02,0.751538462
Moong(Green Gram),2020,Kharif     ,Uttarakhand,9.0,6.0,1313.947826,1742.49,3.33,0.856666667
Moong(Green Gram),2020,Summer     ,Uttarakhand,8.0,5.0,1313.947826,1548.88,2.96,0.785
Moth,2020,Kharif     ,Uttarakhand,42.0,24.0,1313.947826,8131.62,15.54,0.57
Onion,2020,Whole Year ,Uttarakhand,3590.0,49670.0,1313.947826,695059.9,1328.3,14.18461538
Other  Rabi pulses,2020,Rabi       ,Uttarakhand,32.0,21.0,1313.947826,6195.52,11.84,0.763333333
Other Cereals,2020,Kharif     ,Uttarakhand,623.0,350.0,1313.947826,120619.03,230.51,0.558571429
Other Cereals,2020,Rabi       ,Uttarakhand,411.0,333.0,1313.947826,79573.71,152.07,0.808
Other Kharif pulses,2020,Kharif     ,Uttarakhand,14208.0,15379.0,1313.947826,2750810.88,5256.96,1.083333333
Peas & beans (Pulses),2020,Rabi       ,Uttarakhand,4919.0,4135.0,1313.947826,952367.59,1820.03,0.669230769
Potato,2020,Kharif     ,Uttarakhand,6020.0,51902.0,1313.947826,1165532.2,2227.4,9.942
Potato,2020,Rabi       ,Uttarakhand,5427.0,62736.0,1313.947826,1050721.47,2007.99,11.83
Ragi,2020,Kharif     ,Uttarakhand,85427.0,125898.0,1313.947826,16539521.47,31607.99,1.589090909
Rapeseed &Mustard,2020,Rabi       ,Uttarakhand,13150.0,11853.0,1313.947826,2545971.5,4865.5,0.693846154
Rice,2020,Kharif     ,Uttarakhand,241936.0,669372.0,1313.947826,46841228.96,89516.32,2.093076923
Rice,2020,Summer     ,Uttarakhand,15315.0,55057.0,1313.947826,2965137.15,5666.55,3.563333333
Sesamum,2020,Kharif     ,Uttarakhand,2017.0,537.0,1313.947826,390511.37,746.29,0.240833333
Small millets,2020,Kharif     ,Uttarakhand,44769.0,65289.0,1313.947826,8667726.09,16564.53,1.480909091
Soyabean,2020,Kharif     ,Uttarakhand,7246.0,8800.0,1313.947826,1402898.06,2681.02,1.214166667
Sugarcane,2020,Whole Year ,Uttarakhand,90184.0,7970299.0,1313.947826,17460524.24,33368.08,81.54
Sunflower,2020,Kharif     ,Uttarakhand,3.0,2.0,1313.947826,580.83,1.11,0.75
Sunflower,2020,Summer     ,Uttarakhand,3.0,2.0,1313.947826,580.83,1.11,0.67
Tobacco,2020,Whole Year ,Uttarakhand,3.0,6.0,1313.947826,580.83,1.11,2.0
Turmeric,2020,Whole Year ,Uttarakhand,1299.0,4186.0,1313.947826,251499.39,480.63,2.808333333
Urad,2020,Kharif     ,Uttarakhand,12398.0,13282.0,1313.947826,2400376.78,4587.26,1.120769231
Urad,2020,Summer     ,Uttarakhand,58.0,69.0,1313.947826,11229.38,21.46,1.193333333
Wheat,2020,Rabi       ,Uttarakhand,297189.0,937003.0,1313.947826,57538762.29,109959.93,2.216153846
other oilseeds,2020,Kharif     ,Uttarakhand,13.0,9.0,1313.947826,2516.93,4.81,0.7
other oilseeds,2020,Rabi       ,Uttarakhand,30.0,21.0,1313.947826,5808.3,11.1,0.69
