crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,2019,Kharif     ,Andhra Pradesh,1096.0,10418.0,899.2,188248.96,405.52,7.253333333
Arhar/Tur,2019,Kharif     ,Andhra Pradesh,237647.0,114451.0,899.2,40818248.72,87929.39,0.44
Arhar/Tur,2019,Rabi       ,Andhra Pradesh,5940.0,3747.0,899.2,1020254.4,2197.8,0.43
Bajra,2019,Kharif     ,Andhra Pradesh,20484.0,47045.0,899.2,3518331.84,7579.08,2.004545455
Bajra,2019,Rabi       ,Andhra Pradesh,4592.0,11322.0,899.2,788721.92,1699.04,2.48
Banana,2019,Whole Year ,Andhra Pradesh,97695.0,5861700.0,899.2,16780093.2,36147.15,60.0
Black pepper,2019,Whole Year ,Andhra Pradesh,17645.0,17645.0,899.2,3030705.2,6528.65,1.0
Cashewnut,2019,Kharif     ,Andhra Pradesh,115785.0,115785.0,899.2,19887231.6,42840.45,1.0
Castor seed,2019,Kharif     ,Andhra Pradesh,36827.0,25270.0,899.2,6325405.52,13625.99,0.7625
Castor seed,2019,Rabi       ,Andhra Pradesh,1056.0,637.0,899.2,181378.56,390.72,0.684
Coconut ,2019,Whole Year ,Andhra Pradesh,104027.0,1912224000.0,899.2,17867677.52,38489.99,16935.05846
Coriander,2019,Rabi       ,Andhra Pradesh,1119.0,553.0,899.2,192199.44,414.03,0.50375
Cotton(lint),2019,Kharif     ,Andhra Pradesh,653953.0,424486.0,899.2,112322967.3,241962.61,0.543846154
Cotton(lint),2019,Rabi       ,Andhra Pradesh,3474.0,11066.0,899.2,596694.24,1285.38,3.305
Cowpea(Lobia),2019,Kharif     ,Andhra Pradesh,5816.0,2612.0,899.2,998956.16,2151.92,0.503333333
Cowpea(Lobia),2019,Rabi       ,Andhra Pradesh,6792.0,3532.0,899.2,1166593.92,2513.04,0.630909091
Dry chillies,2019,Kharif     ,Andhra Pradesh,136183.0,725388.0,899.2,23390792.08,50387.71,4.526666667
Dry chillies,2019,Rabi       ,Andhra Pradesh,16899.0,79638.0,899.2,2902572.24,6252.63,4.034615385
Ginger,2019,Kharif     ,Andhra Pradesh,294.0,633.0,899.2,50497.44,108.78,1.922
Gram,2019,Rabi       ,Andhra Pradesh,458579.0,558745.0,899.2,78765529.04,169674.23,1.443636364
Groundnut,2019,Kharif     ,Andhra Pradesh,567875.0,621906.0,899.2,97538210.0,210113.75,2.255384615
Groundnut,2019,Rabi       ,Andhra Pradesh,93389.0,227739.0,899.2,16040494.64,34553.93,2.812307692
Guar seed,2019,Kharif     ,Andhra Pradesh,1.0,0.0,899.2,171.76,0.37,0.0
Guar seed,2019,Rabi       ,Andhra Pradesh,6.0,0.0,899.2,1030.56,2.22,0.0
Horse-gram,2019,Kharif     ,Andhra Pradesh,83567.0,39442.0,899.2,14353467.92,30919.79,0.251666667
Horse-gram,2019,Rabi       ,Andhra Pradesh,29995.0,16670.0,899.2,5151941.2,11098.15,0.606923077
Jowar,2019,Kharif     ,Andhra Pradesh,36981.0,38880.0,899.2,6351856.56,13682.97,1.149
Jowar,2019,Rabi       ,Andhra Pradesh,117962.0,350076.0,899.2,20261153.12,43645.94,2.358
Linseed,2019,Kharif     ,Andhra Pradesh,133.0,0.0,899.2,22844.08,49.21,0.0
Maize,2019,Kharif     ,Andhra Pradesh,95591.0,450932.0,899.2,16418710.16,35368.67,4.653076923
Maize,2019,Rabi       ,Andhra Pradesh,205100.0,1670288.0,899.2,35227976.0,75887.0,6.698461538
Mesta,2019,Kharif     ,Andhra Pradesh,1714.0,18265.0,899.2,294396.64,634.18,10.135
Moong(Green Gram),2019,Kharif     ,Andhra Pradesh,13444.0,5138.0,899.2,2309141.44,4974.28,0.625384615
Moong(Green Gram),2019,Rabi       ,Andhra Pradesh,93535.0,81072.0,899.2,16065571.6,34607.95,0.885384615
Niger seed,2019,Rabi       ,Andhra Pradesh,4256.0,1409.0,899.2,731010.56,1574.72,0.33
Oilseeds total,2019,Kharif     ,Andhra Pradesh,712037.0,2914652.0,899.2,122299475.1,263453.69,8.527692308
Oilseeds total,2019,Rabi       ,Andhra Pradesh,141100.0,250093.0,899.2,24235336.0,52207.0,1.720769231
Onion,2019,Kharif     ,Andhra Pradesh,23864.0,524198.0,899.2,4098880.64,8829.68,22.22444444
Onion,2019,Rabi       ,Andhra Pradesh,12250.0,256890.0,899.2,2104060.0,4532.5,21.7675
Other  Rabi pulses,2019,Rabi       ,Andhra Pradesh,10770.0,11296.0,899.2,1849855.2,3984.9,1.23
Other Kharif pulses,2019,Kharif     ,Andhra Pradesh,1715.0,850.0,899.2,294568.4,634.55,0.656666667
Potato,2019,Kharif     ,Andhra Pradesh,453.0,6648.0,899.2,77807.28,167.61,12.21
Potato,2019,Rabi       ,Andhra Pradesh,1050.0,15919.0,899.2,180348.0,388.5,13.155
Ragi,2019,Kharif     ,Andhra Pradesh,25660.0,31913.0,899.2,4407361.6,9494.2,1.315
Ragi,2019,Rabi       ,Andhra Pradesh,7893.0,12385.0,899.2,1355701.68,2920.41,1.588888889
Rapeseed &Mustard,2019,Rabi       ,Andhra Pradesh,1882.0,912.0,899.2,323252.32,696.34,0.375
Rice,2019,Kharif     ,Andhra Pradesh,1526425.0,5342033.0,899.2,262178758.0,564777.25,3.517692308
Rice,2019,Rabi       ,Andhra Pradesh,829557.0,3798058.0,899.2,142484710.3,306936.09,3.873076923
Safflower,2019,Rabi       ,Andhra Pradesh,710.0,348.0,899.2,121949.6,262.7,0.475
Sannhamp,2019,Kharif     ,Andhra Pradesh,3365.0,0.0,899.2,577972.4,1245.05,0.0
Sannhamp,2019,Rabi       ,Andhra Pradesh,1133.0,0.0,899.2,194604.08,419.21,0.0
Sesamum,2019,Kharif     ,Andhra Pradesh,6197.0,1316.0,899.2,1064396.72,2292.89,0.286
Sesamum,2019,Rabi       ,Andhra Pradesh,32989.0,12129.0,899.2,5666190.64,12205.93,0.333076923
Small millets,2019,Kharif     ,Andhra Pradesh,19344.0,18085.0,899.2,3322525.44,7157.28,0.758333333
Small millets,2019,Rabi       ,Andhra Pradesh,3966.0,3990.0,899.2,681200.16,1467.42,0.921428571
Soyabean,2019,Kharif     ,Andhra Pradesh,1354.0,2367.0,899.2,232563.04,500.98,1.13
Soyabean,2019,Rabi       ,Andhra Pradesh,24.0,42.0,899.2,4122.24,8.88,1.39
Sugarcane,2019,Kharif     ,Andhra Pradesh,85911.0,6714729.0,899.2,14756073.36,31787.07,83.44538462
Sunflower,2019,Kharif     ,Andhra Pradesh,1869.0,1306.0,899.2,321019.44,691.53,1.23
Sunflower,2019,Rabi       ,Andhra Pradesh,6794.0,6877.0,899.2,1166937.44,2513.78,0.967692308
Sweet potato,2019,Kharif     ,Andhra Pradesh,54.0,895.0,899.2,9275.04,19.98,18.038
Sweet potato,2019,Rabi       ,Andhra Pradesh,360.0,6271.0,899.2,61833.6,133.2,16.747
Tapioca,2019,Kharif     ,Andhra Pradesh,6986.0,84845.0,899.2,1199915.36,2584.82,13.61166667
Tapioca,2019,Rabi       ,Andhra Pradesh,54.0,512.0,899.2,9275.04,19.98,14.415
Tobacco,2019,Kharif     ,Andhra Pradesh,36504.0,375719.0,899.2,6269927.04,13506.48,8.732352941
Tobacco,2019,Rabi       ,Andhra Pradesh,78051.0,165535.0,899.2,13406039.76,28878.87,2.428181818
Urad,2019,Kharif     ,Andhra Pradesh,15242.0,14254.0,899.2,2617965.92,5639.54,0.834615385
