crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,2014,Kharif     ,Andhra Pradesh,483.0,338.0,687.6,72913.68,159.39,1.775
Arhar/Tur,2014,Kharif     ,Andhra Pradesh,148980.0,74560.0,687.6,22490020.8,49163.4,0.634615385
Arhar/Tur,2014,Rabi       ,Andhra Pradesh,1564.0,1224.0,687.6,236101.44,516.12,0.727
Bajra,2014,Kharif     ,Andhra Pradesh,24755.0,31913.0,687.6,3737014.8,8169.15,1.560909091
Bajra,2014,Rabi       ,Andhra Pradesh,3423.0,6586.0,687.6,516736.08,1129.59,1.624285714
Banana,2014,Whole Year ,Andhra Pradesh,61607.0,1945126.0,687.6,9300192.72,20330.31,31.49384615
Cashewnut,2014,Kharif     ,Andhra Pradesh,113953.0,39834.0,687.6,17202344.88,37604.49,0.345833333
Castor seed,2014,Kharif     ,Andhra Pradesh,46122.0,26668.0,687.6,6962577.12,15220.26,0.72
Castor seed,2014,Rabi       ,Andhra Pradesh,1715.0,838.0,687.6,258896.4,565.95,0.598333333
Coconut ,2014,Whole Year ,Andhra Pradesh,99097.0,1447900000.0,687.6,14959683.12,32702.01,12941.33667
Coriander,2014,Kharif     ,Andhra Pradesh,164.0,85.0,687.6,24757.44,54.12,0.51
Coriander,2014,Rabi       ,Andhra Pradesh,40014.0,20699.0,687.6,6040513.44,13204.62,0.518333333
Cotton(lint),2014,Kharif     ,Andhra Pradesh,814855.0,2735370.0,687.6,123010510.8,268902.15,3.026153846
Cotton(lint),2014,Rabi       ,Andhra Pradesh,6222.0,15914.0,687.6,939273.12,2053.26,2.897142857
Cowpea(Lobia),2014,Kharif     ,Andhra Pradesh,4459.0,1865.0,687.6,673130.64,1471.47,0.4125
Cowpea(Lobia),2014,Rabi       ,Andhra Pradesh,9576.0,10735.0,687.6,1445592.96,3160.08,0.874444444
Dry chillies,2014,Kharif     ,Andhra Pradesh,109316.0,614517.0,687.6,16502343.36,36074.28,5.321
Dry chillies,2014,Rabi       ,Andhra Pradesh,25643.0,125104.0,687.6,3871067.28,8462.19,3.715384615
Ginger,2014,Kharif     ,Andhra Pradesh,391.0,1118.0,687.6,59025.36,129.03,3.0625
Ginger,2014,Rabi       ,Andhra Pradesh,36.0,103.0,687.6,5434.56,11.88,2.86
Gram,2014,Rabi       ,Andhra Pradesh,341766.0,390967.0,687.6,51592995.36,112782.78,1.636153846
Groundnut,2014,Kharif     ,Andhra Pradesh,803988.0,329520.0,687.6,121370028.5,265316.04,1.315384615
Groundnut,2014,Rabi       ,Andhra Pradesh,70102.0,163003.0,687.6,10582597.92,23133.66,2.782307692
Horse-gram,2014,Kharif     ,Andhra Pradesh,10529.0,4728.0,687.6,1589457.84,3474.57,0.37
Horse-gram,2014,Rabi       ,Andhra Pradesh,24562.0,10784.0,687.6,3707879.52,8105.46,0.434166667
Jowar,2014,Kharif     ,Andhra Pradesh,36926.0,54926.0,687.6,5574348.96,12185.58,1.390833333
Jowar,2014,Rabi       ,Andhra Pradesh,104535.0,289549.0,687.6,15780603.6,34496.55,2.975454545
Linseed,2014,Kharif     ,Andhra Pradesh,361.0,174.0,687.6,54496.56,119.13,0.48
Maize,2014,Kharif     ,Andhra Pradesh,99863.0,328758.0,687.6,15075318.48,32954.79,3.446923077
Maize,2014,Rabi       ,Andhra Pradesh,203463.0,1609315.0,687.6,30714774.48,67142.79,7.481538462
Mesta,2014,Kharif     ,Andhra Pradesh,6637.0,47061.0,687.6,1001921.52,2190.21,7.143333333
