crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,2013,Kharif     ,Andhra Pradesh,476.0,255.0,1062.3,68777.24,128.52,1.705
Arhar/Tur,2013,Kharif     ,Andhra Pradesh,182826.0,102954.0,1062.3,26416528.74,49363.02,0.696923077
Arhar/Tur,2013,Rabi       ,Andhra Pradesh,1298.0,1003.0,1062.3,187548.02,350.46,0.736
Bajra,2013,Kharif     ,Andhra Pradesh,46930.0,77599.0,1062.3,6780915.7,12671.1,1.621818182
Bajra,2013,Rabi       ,Andhra Pradesh,2297.0,4256.0,1062.3,331893.53,620.19,1.78
Banana,2013,Whole Year ,Andhra Pradesh,60626.0,1888161.0,1062.3,8759850.74,16369.02,31.62769231
Black pepper,2013,Kharif     ,Andhra Pradesh,4.0,3.0,1062.3,577.96,1.08,0.75
Cashewnut,2013,Kharif     ,Andhra Pradesh,120012.0,37820.0,1062.3,17340533.88,32403.24,0.3225
Castor seed,2013,Kharif     ,Andhra Pradesh,47592.0,24827.0,1062.3,6876568.08,12849.84,0.737777778
Castor seed,2013,Rabi       ,Andhra Pradesh,1291.0,956.0,1062.3,186536.59,348.57,0.74
Coconut ,2013,Whole Year ,Andhra Pradesh,99066.0,1610007000.0,1062.3,14314046.34,26747.82,13712.57308
Coriander,2013,Kharif     ,Andhra Pradesh,517.0,333.0,1062.3,74701.33,139.59,0.62
Coriander,2013,Rabi       ,Andhra Pradesh,7934.0,4685.0,1062.3,1146383.66,2142.18,0.668
Cotton(lint),2013,Kharif     ,Andhra Pradesh,671459.0,2175683.0,1062.3,97019110.91,181293.93,2.623846154
Cotton(lint),2013,Rabi       ,Andhra Pradesh,5155.0,12281.0,1062.3,744845.95,1391.85,2.531666667
Cowpea(Lobia),2013,Kharif     ,Andhra Pradesh,3720.0,1617.0,1062.3,537502.8,1004.4,0.45625
Cowpea(Lobia),2013,Rabi       ,Andhra Pradesh,8403.0,7244.0,1062.3,1214149.47,2268.81,0.787777778
Dry chillies,2013,Kharif     ,Andhra Pradesh,112924.0,521588.0,1062.3,16316388.76,30489.48,4.287272727
Dry chillies,2013,Rabi       ,Andhra Pradesh,18392.0,80405.0,1062.3,2657460.08,4965.84,3.246153846
Ginger,2013,Kharif     ,Andhra Pradesh,358.0,1369.0,1062.3,51727.42,96.66,5.35
Gram,2013,Rabi       ,Andhra Pradesh,472380.0,648031.0,1062.3,68254186.2,127542.6,1.639090909
Groundnut,2013,Kharif     ,Andhra Pradesh,1085991.0,680825.0,1062.3,156914839.6,293217.57,1.493076923
Groundnut,2013,Rabi       ,Andhra Pradesh,90386.0,200486.0,1062.3,13059873.14,24404.22,2.412307692
Horse-gram,2013,Kharif     ,Andhra Pradesh,8768.0,5120.0,1062.3,1266888.32,2367.36,0.58125
Horse-gram,2013,Rabi       ,Andhra Pradesh,19438.0,9743.0,1062.3,2808596.62,5248.26,0.4925
Jowar,2013,Kharif     ,Andhra Pradesh,32732.0,57193.0,1062.3,4729446.68,8837.64,1.718461538
Jowar,2013,Rabi       ,Andhra Pradesh,85513.0,208482.0,1062.3,12355773.37,23088.51,3.579090909
Linseed,2013,Kharif     ,Andhra Pradesh,473.0,228.0,1062.3,68343.77,127.71,0.455
Maize,2013,Kharif     ,Andhra Pradesh,109846.0,407657.0,1062.3,15871648.54,29658.42,3.460769231
Maize,2013,Rabi       ,Andhra Pradesh,242269.0,1805828.0,1062.3,35005447.81,65412.63,7.458461538
Mesta,2013,Kharif     ,Andhra Pradesh,9112.0,83557.0,1062.3,1316592.88,2460.24,9.203333333
Mesta,2013,Rabi       ,Andhra Pradesh,52.0,472.0,1062.3,7513.48,14.04,9.08
Moong(Green Gram),2013,Kharif     ,Andhra Pradesh,17490.0,8956.0,1062.3,2527130.1,4722.3,0.627692308
Moong(Green Gram),2013,Rabi       ,Andhra Pradesh,116216.0,72653.0,1062.3,16792049.84,31378.32,0.670769231
Niger seed,2013,Kharif     ,Andhra Pradesh,21.0,11.0,1062.3,3034.29,5.67,0.52
Niger seed,2013,Rabi       ,Andhra Pradesh,8789.0,4483.0,1062.3,1269922.61,2373.03,0.47
Onion,2013,Kharif     ,Andhra Pradesh,20959.0,394680.0,1062.3,3028365.91,5658.93,18.40181818
Onion,2013,Rabi       ,Andhra Pradesh,5326.0,117905.0,1062.3,769553.74,1438.02,19.63545455
Other Kharif pulses,2013,Kharif     ,Andhra Pradesh,3488.0,2369.0,1062.3,503981.12,941.76,0.5025
Potato,2013,Kharif     ,Andhra Pradesh,385.0,6710.0,1062.3,55628.65,103.95,16.03
Potato,2013,Rabi       ,Andhra Pradesh,1073.0,18530.0,1062.3,155037.77,289.71,15.024
Ragi,2013,Kharif     ,Andhra Pradesh,37021.0,36385.0,1062.3,5349164.29,9995.67,1.005454545
Ragi,2013,Rabi       ,Andhra Pradesh,4538.0,7056.0,1062.3,655695.62,1225.26,1.534444444
Rapeseed &Mustard,2013,Rabi       ,Andhra Pradesh,3295.0,2121.0,1062.3,476094.55,889.65,0.57
Rice,2013,Kharif     ,Andhra Pradesh,1705555.0,4356822.0,1062.3,246435642.0,460499.85,2.715384615
Rice,2013,Rabi       ,Andhra Pradesh,877885.0,3636603.0,1062.3,126845603.7,237028.95,3.408461538
Safflower,2013,Rabi       ,Andhra Pradesh,215.0,120.0,1062.3,31065.35,58.05,0.63
Sannhamp,2013,Whole Year ,Andhra Pradesh,4734.0,0.0,1062.3,684015.66,1278.18,0.0
Sesamum,2013,Kharif     ,Andhra Pradesh,28045.0,12589.0,1062.3,4052222.05,7572.15,0.409166667
Sesamum,2013,Rabi       ,Andhra Pradesh,33088.0,8625.0,1062.3,4780885.12,8933.76,0.245833333
Small millets,2013,Kharif     ,Andhra Pradesh,26620.0,19547.0,1062.3,3846323.8,7187.4,0.828888889
Small millets,2013,Rabi       ,Andhra Pradesh,878.0,934.0,1062.3,126862.22,237.06,0.9625
Soyabean,2013,Kharif     ,Andhra Pradesh,3025.0,4872.0,1062.3,437082.25,816.75,1.62
Soyabean,2013,Rabi       ,Andhra Pradesh,80.0,129.0,1062.3,11559.2,21.6,1.626666667
Sugarcane,2013,Whole Year ,Andhra Pradesh,152847.0,12008047.0,1062.3,22084863.03,41268.69,84.42615385
Sunflower,2013,Kharif     ,Andhra Pradesh,17828.0,14053.0,1062.3,2575967.72,4813.56,0.764285714
Sunflower,2013,Rabi       ,Andhra Pradesh,62122.0,53925.0,1062.3,8976007.78,16772.94,0.989230769
Sweet potato,2013,Kharif     ,Andhra Pradesh,170.0,1660.0,1062.3,24563.3,45.9,9.261666667
Sweet potato,2013,Rabi       ,Andhra Pradesh,616.0,6049.0,1062.3,89005.84,166.32,9.127777778
Tapioca,2013,Kharif     ,Andhra Pradesh,10588.0,194968.0,1062.3,1529860.12,2858.76,18.4125
Tapioca,2013,Rabi       ,Andhra Pradesh,20.0,368.0,1062.3,2889.8,5.4,18.4
Tobacco,2013,Kharif     ,Andhra Pradesh,22309.0,164772.0,1062.3,3223427.41,6023.43,6.22
Tobacco,2013,Rabi       ,Andhra Pradesh,138546.0,263122.0,1062.3,20018511.54,37407.42,4.162666667
Urad,2013,Kharif     ,Andhra Pradesh,14508.0,9901.0,1062.3,2096260.92,3917.16,0.724615385
Urad,2013,Rabi       ,Andhra Pradesh,250265.0,196803.0,1062.3,36160789.85,67571.55,0.759230769
Wheat,2013,Rabi       ,Andhra Pradesh,348.0,249.0,1062.3,50282.52,93.96,0.68
other oilseeds,2013,Kharif     ,Andhra Pradesh,106548.0,1263934.0,1062.3,15395120.52,28767.96,11.70230769
Arecanut,2013,Rabi       ,Assam,68038.0,56999.0,1797.7,9830810.62,18370.26,0.80037037
Arhar/Tur,2013,Kharif     ,Assam,6130.0,5642.0,1797.7,885723.7,1655.1,0.921851852
Banana,2013,Whole Year ,Assam,50806.0,857720.0,1797.7,7340958.94,13717.62,16.40037037
Black pepper,2013,Whole Year ,Assam,3520.0,6083.0,1797.7,508604.8,950.4,1.721851852
Castor seed,2013,Kharif     ,Assam,877.0,447.0,1797.7,126717.73,236.79,0.623913043
Coconut ,2013,Whole Year ,Assam,21141.0,146808000.0,1797.7,3054663.09,5708.07,6475.464074
Cotton(lint),2013,Kharif     ,Assam,1140.0,537.0,1797.7,164718.6,307.8,0.469166667
Dry chillies,2013,Whole Year ,Assam,18915.0,16476.0,1797.7,2733028.35,5107.05,0.773333333
Ginger,2013,Whole Year ,Assam,15683.0,122307.0,1797.7,2266036.67,4234.41,7.903333333
Gram,2013,Rabi       ,Assam,2053.0,1432.0,1797.7,296637.97,554.31,0.6212
Jute,2013,Kharif     ,Assam,69822.0,717261.0,1797.7,10088580.78,18851.94,9.991111111
Linseed,2013,Rabi       ,Assam,5986.0,3854.0,1797.7,864917.14,1616.22,0.631304348
Maize,2013,Kharif     ,Assam,24068.0,76998.0,1797.7,3477585.32,6498.36,3.53037037
Masoor,2013,Rabi       ,Assam,29993.0,22364.0,1797.7,4333688.57,8098.11,0.6948
Mesta,2013,Kharif     ,Assam,4444.0,29293.0,1797.7,642113.56,1199.88,5.858148148
Moong(Green Gram),2013,Rabi       ,Assam,12184.0,7807.0,1797.7,1760466.16,3289.68,0.621851852
Niger seed,2013,Kharif     ,Assam,7273.0,4493.0,1797.7,1050875.77,1963.71,0.587391304
Onion,2013,Whole Year ,Assam,7436.0,28812.0,1797.7,1074427.64,2007.72,3.347037037
Peas & beans (Pulses),2013,Rabi       ,Assam,31246.0,26509.0,1797.7,4514734.54,8436.42,0.819259259
Potato,2013,Whole Year ,Assam,97956.0,700144.0,1797.7,14153662.44,26448.12,7.258148148
Rapeseed &Mustard,2013,Rabi       ,Assam,279186.0,168977.0,1797.7,40339585.14,75380.22,0.576296296
Rice,2013,Autumn     ,Assam,223332.0,294440.0,1797.7,32269240.68,60299.64,1.386296296
Rice,2013,Summer     ,Assam,399132.0,1189858.0,1797.7,57670582.68,107765.64,2.655925926
Rice,2013,Winter     ,Assam,1880737.0,3709081.0,1797.7,271747689.1,507798.99,1.982592593
Sesamum,2013,Kharif     ,Assam,11703.0,8571.0,1797.7,1690966.47,3159.81,0.677777778
Small millets,2013,Kharif     ,Assam,5444.0,3337.0,1797.7,786603.56,1469.88,0.6456
