crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,2017,Kharif     ,Andhra Pradesh,697.0,4369.0,868.2,109735.68,264.86,5.5825
Arhar/Tur,2017,Kharif     ,Andhra Pradesh,275367.0,116695.0,868.2,43353780.48,104639.46,0.567692308
Arhar/Tur,2017,Rabi       ,Andhra Pradesh,4148.0,3394.0,868.2,653061.12,1576.24,0.55
Bajra,2017,Kharif     ,Andhra Pradesh,43367.0,82916.0,868.2,6827700.48,16479.46,1.854545455
Bajra,2017,Rabi       ,Andhra Pradesh,4990.0,10252.0,868.2,785625.6,1896.2,1.833333333
Banana,2017,Whole Year ,Andhra Pradesh,55130.0,5961326.0,868.2,8679667.2,20949.4,116.2230769
Cashewnut,2017,Kharif     ,Andhra Pradesh,115277.0,89339.0,868.2,18149210.88,43805.26,1.7475
Castor seed,2017,Kharif     ,Andhra Pradesh,30904.0,20126.0,868.2,4865525.76,11743.52,0.8425
Castor seed,2017,Rabi       ,Andhra Pradesh,906.0,723.0,868.2,142640.64,344.28,0.856
Coconut ,2017,Whole Year ,Andhra Pradesh,103968.0,1397800000.0,868.2,16368721.92,39507.84,12746.54
Coriander,2017,Rabi       ,Andhra Pradesh,2584.0,1637.0,868.2,406824.96,981.92,0.63875
Cotton(lint),2017,Kharif     ,Andhra Pradesh,643942.0,2083754.0,868.2,101382228.5,244697.96,2.660769231
Cotton(lint),2017,Rabi       ,Andhra Pradesh,2097.0,4116.0,868.2,330151.68,796.86,2.116
Cowpea(Lobia),2017,Kharif     ,Andhra Pradesh,4302.0,3081.0,868.2,677306.88,1634.76,0.691428571
Cowpea(Lobia),2017,Rabi       ,Andhra Pradesh,9470.0,7053.0,868.2,1490956.8,3598.6,0.574285714
Dry chillies,2017,Kharif     ,Andhra Pradesh,101799.0,536464.0,868.2,16027234.56,38683.62,4.826923077
Dry chillies,2017,Rabi       ,Andhra Pradesh,17463.0,81884.0,868.2,2749374.72,6635.94,3.846153846
Ginger,2017,Kharif     ,Andhra Pradesh,381.0,309.0,868.2,59984.64,144.78,0.995
Gram,2017,Kharif     ,Andhra Pradesh,1.0,0.0,868.2,157.44,0.38,0.0
Gram,2017,Rabi       ,Andhra Pradesh,520380.0,589124.0,868.2,81928627.2,197744.4,1.341818182
Groundnut,2017,Kharif     ,Andhra Pradesh,647930.0,836554.0,868.2,102010099.2,246213.4,1.967692308
Groundnut,2017,Rabi       ,Andhra Pradesh,86664.0,211055.0,868.2,13644380.16,32932.32,2.803846154
Horse-gram,2017,Kharif     ,Andhra Pradesh,16828.0,7066.0,868.2,2649400.32,6394.64,0.286666667
Horse-gram,2017,Rabi       ,Andhra Pradesh,21890.0,15129.0,868.2,3446361.6,8318.2,0.658333333
Jowar,2017,Kharif     ,Andhra Pradesh,29677.0,30206.0,868.2,4672346.88,11277.26,1.135384615
Jowar,2017,Rabi       ,Andhra Pradesh,109992.0,302488.0,868.2,17317140.48,41796.96,2.570909091
Linseed,2017,Kharif     ,Andhra Pradesh,224.0,108.0,868.2,35266.56,85.12,0.49
Maize,2017,Kharif     ,Andhra Pradesh,107276.0,501801.0,868.2,16889533.44,40764.88,4.422307692
Maize,2017,Rabi       ,Andhra Pradesh,229264.0,1824103.0,868.2,36095324.16,87120.32,7.576153846
Mesta,2017,Kharif     ,Andhra Pradesh,4850.0,45800.0,868.2,763584.0,1843.0,8.73
Moong(Green Gram),2017,Kharif     ,Andhra Pradesh,18008.0,10705.0,868.2,2835179.52,6843.04,0.625384615
