crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,2016,Kharif     ,Andhra Pradesh,564.0,2367.0,890.0,86433.0,197.4,3.9125
Arhar/Tur,2016,Kharif     ,Andhra Pradesh,342883.0,129160.0,890.0,52546819.75,120009.05,0.493076923
Arhar/Tur,2016,Rabi       ,Andhra Pradesh,6555.0,3818.0,890.0,1004553.75,2294.25,0.481818182
Bajra,2016,Kharif     ,Andhra Pradesh,38762.0,67598.0,890.0,5940276.5,13566.7,1.744545455
Bajra,2016,Rabi       ,Andhra Pradesh,3124.0,4355.0,890.0,478753.0,1093.4,1.827142857
Banana,2016,Whole Year ,Andhra Pradesh,55743.0,2303705.0,890.0,8542614.75,19510.05,41.42769231
Cashewnut,2016,Kharif     ,Andhra Pradesh,111894.0,48288.0,890.0,17147755.5,39162.9,0.445833333
Castor seed,2016,Kharif     ,Andhra Pradesh,32292.0,15195.0,890.0,4948749.0,11302.2,0.511111111
Castor seed,2016,Rabi       ,Andhra Pradesh,527.0,274.0,890.0,80762.75,184.45,0.52
Coconut ,2016,Whole Year ,Andhra Pradesh,102548.0,1415300000.0,890.0,15715481.0,35891.8,13934.1225
Coriander,2016,Kharif     ,Andhra Pradesh,8.0,1.0,890.0,1226.0,2.8,0.13
Coriander,2016,Rabi       ,Andhra Pradesh,4295.0,2368.0,890.0,658208.75,1503.25,0.536666667
Cotton(lint),2016,Kharif     ,Andhra Pradesh,463437.0,1544526.0,890.0,71021720.25,162202.95,2.633076923
Cotton(lint),2016,Rabi       ,Andhra Pradesh,8092.0,19547.0,890.0,1240099.0,2832.2,2.201428571
Cowpea(Lobia),2016,Kharif     ,Andhra Pradesh,3780.0,1966.0,890.0,579285.0,1323.0,0.491428571
Cowpea(Lobia),2016,Rabi       ,Andhra Pradesh,5039.0,3379.0,890.0,772226.75,1763.65,0.585
Dry chillies,2016,Kharif     ,Andhra Pradesh,169242.0,866649.0,890.0,25936336.5,59234.7,4.829090909
Dry chillies,2016,Rabi       ,Andhra Pradesh,40105.0,164689.0,890.0,6146091.25,14036.75,3.75
Ginger,2016,Kharif     ,Andhra Pradesh,285.0,752.0,890.0,43676.25,99.75,2.288
Ginger,2016,Rabi       ,Andhra Pradesh,4.0,11.0,890.0,613.0,1.4,2.75
Gram,2016,Kharif     ,Andhra Pradesh,5.0,2.0,890.0,766.25,1.75,0.4
Gram,2016,Rabi       ,Andhra Pradesh,397083.0,381035.0,890.0,60852969.75,138979.05,1.21
Groundnut,2016,Kharif     ,Andhra Pradesh,933233.0,390732.0,890.0,143017957.3,326631.55,1.705384615
Groundnut,2016,Rabi       ,Andhra Pradesh,79576.0,211999.0,890.0,12195022.0,27851.6,2.804615385
Guar seed,2016,Rabi       ,Andhra Pradesh,42.0,80.0,890.0,6436.5,14.7,1.9
Horse-gram,2016,Kharif     ,Andhra Pradesh,1411.0,182.0,890.0,216235.75,493.85,0.155
Horse-gram,2016,Rabi       ,Andhra Pradesh,11425.0,5666.0,890.0,1750881.25,3998.75,0.461666667
Jowar,2016,Kharif     ,Andhra Pradesh,14260.0,20475.0,890.0,2185345.0,4991.0,1.293846154
Jowar,2016,Rabi       ,Andhra Pradesh,83139.0,177852.0,890.0,12741051.75,29098.65,2.297
Linseed,2016,Kharif     ,Andhra Pradesh,219.0,106.0,890.0,33561.75,76.65,0.48
Maize,2016,Kharif     ,Andhra Pradesh,85501.0,354764.0,890.0,13103028.25,29925.35,3.907692308
Maize,2016,Rabi       ,Andhra Pradesh,164778.0,1298137.0,890.0,25252228.5,57672.3,6.493846154
Mesta,2016,Kharif     ,Andhra Pradesh,6702.0,63394.0,890.0,1027081.5,2345.7,9.31
Moong(Green Gram),2016,Kharif     ,Andhra Pradesh,32294.0,16742.0,890.0,4949055.5,11302.9,0.606923077
Moong(Green Gram),2016,Rabi       ,Andhra Pradesh,102067.0,49549.0,890.0,15641767.75,35723.45,0.458461538
Niger seed,2016,Rabi       ,Andhra Pradesh,5714.0,2230.0,890.0,875670.5,1999.9,0.445
Oilseeds total,2016,Kharif     ,Andhra Pradesh,1198491.0,2250605.0,890.0,183668745.8,419471.85,4.020769231
Oilseeds total,2016,Rabi       ,Andhra Pradesh,133813.0,240747.0,890.0,20506842.25,46834.55,1.706923077
Onion,2016,Kharif     ,Andhra Pradesh,32006.0,555944.0,890.0,4904919.5,11202.1,21.05416667
Onion,2016,Rabi       ,Andhra Pradesh,3511.0,77209.0,890.0,538060.75,1228.85,22.11
Other  Rabi pulses,2016,Rabi       ,Andhra Pradesh,6743.0,8229.0,890.0,1033364.75,2360.05,0.96
Other Kharif pulses,2016,Kharif     ,Andhra Pradesh,3721.0,2414.0,890.0,570243.25,1302.35,0.6775
Potato,2016,Kharif     ,Andhra Pradesh,527.0,4751.0,890.0,80762.75,184.45,9.09
Potato,2016,Rabi       ,Andhra Pradesh,1164.0,10675.0,890.0,178383.0,407.4,9.715
Ragi,2016,Kharif     ,Andhra Pradesh,26899.0,25638.0,890.0,4122271.75,9414.65,1.086
Ragi,2016,Rabi       ,Andhra Pradesh,5159.0,8895.0,890.0,790616.75,1805.65,1.78
Rapeseed &Mustard,2016,Kharif     ,Andhra Pradesh,6.0,3.0,890.0,919.5,2.1,0.5
Rapeseed &Mustard,2016,Rabi       ,Andhra Pradesh,5060.0,2086.0,890.0,775445.0,1771.0,0.348333333
Rice,2016,Kharif     ,Andhra Pradesh,1519656.0,5233690.0,890.0,232887282.0,531879.6,3.361538462
Rice,2016,Rabi       ,Andhra Pradesh,585363.0,2768647.0,890.0,89706879.75,204877.05,3.727692308
Safflower,2016,Kharif     ,Andhra Pradesh,4.0,3.0,890.0,613.0,1.4,0.75
Safflower,2016,Rabi       ,Andhra Pradesh,125.0,79.0,890.0,19156.25,43.75,0.66
Sesamum,2016,Kharif     ,Andhra Pradesh,33460.0,7623.0,890.0,5127745.0,11711.0,0.244166667
Sesamum,2016,Rabi       ,Andhra Pradesh,30208.0,8761.0,890.0,4629376.0,10572.8,0.271666667
