crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,2010,Kharif     ,Puducherry,60.0,78.0,1434.5875,9966.6,14.4,1.3
Bajra,2010,Kharif     ,Puducherry,29.0,68.0,1434.5875,4817.19,6.96,2.34
Bajra,2010,Summer     ,Puducherry,5.0,11.0,1434.5875,830.55,1.2,2.2
Banana,2010,Kharif     ,Puducherry,266.0,6368.0,1434.5875,44185.26,63.84,18.06666667
Black pepper,2010,Kharif     ,Puducherry,11.0,6.0,1434.5875,1827.21,2.64,0.55
Cashewnut,2010,Kharif     ,Puducherry,173.0,131.0,1434.5875,28737.03,41.52,0.713333333
Coconut ,2010,Whole Year ,Puducherry,2131.0,24464000.0,1434.5875,353980.41,511.44,11567.6575
Cotton(lint),2010,Summer     ,Puducherry,5.0,5.0,1434.5875,830.55,1.2,1.0
Dry chillies,2010,Kharif     ,Puducherry,1.0,1.0,1434.5875,166.11,0.24,1.0
Dry chillies,2010,Rabi       ,Puducherry,3.0,4.0,1434.5875,498.33,0.72,1.33
Dry chillies,2010,Summer     ,Puducherry,2.0,2.0,1434.5875,332.22,0.48,1.0
Groundnut,2010,Kharif     ,Puducherry,25.0,48.0,1434.5875,4152.75,6.0,1.92
Groundnut,2010,Rabi       ,Puducherry,312.0,621.0,1434.5875,51826.32,74.88,1.99
Groundnut,2010,Summer     ,Puducherry,79.0,147.0,1434.5875,13122.69,18.96,1.555
Moong(Green Gram),2010,Kharif     ,Puducherry,1.0,1.0,1434.5875,166.11,0.24,1.0
Moong(Green Gram),2010,Rabi       ,Puducherry,15.0,9.0,1434.5875,2491.65,3.6,0.77
Moong(Green Gram),2010,Summer     ,Puducherry,1477.0,691.0,1434.5875,245344.47,354.48,0.613333333
Onion,2010,Rabi       ,Puducherry,1.0,7.0,1434.5875,166.11,0.24,7.0
Other  Rabi pulses,2010,Rabi       ,Puducherry,23.0,19.0,1434.5875,3820.53,5.52,0.615
Other  Rabi pulses,2010,Summer     ,Puducherry,2.0,2.0,1434.5875,332.22,0.48,1.0
Other Kharif pulses,2010,Kharif     ,Puducherry,1.0,1.0,1434.5875,166.11,0.24,1.0
Ragi,2010,Kharif     ,Puducherry,14.0,29.0,1434.5875,2325.54,3.36,1.575
Ragi,2010,Rabi       ,Puducherry,1.0,2.0,1434.5875,166.11,0.24,2.0
Ragi,2010,Summer     ,Puducherry,8.0,20.0,1434.5875,1328.88,1.92,2.5
Rice,2010,Kharif     ,Puducherry,4384.0,12602.0,1434.5875,728226.24,1052.16,2.673333333
Rice,2010,Rabi       ,Puducherry,10920.0,26585.0,1434.5875,1813921.2,2620.8,3.446666667
Rice,2010,Summer     ,Puducherry,4710.0,12773.0,1434.5875,782378.1,1130.4,2.7
Sesamum,2010,Kharif     ,Puducherry,5.0,4.0,1434.5875,830.55,1.2,0.8
Sesamum,2010,Rabi       ,Puducherry,15.0,12.0,1434.5875,2491.65,3.6,0.8
Sesamum,2010,Summer     ,Puducherry,111.0,89.0,1434.5875,18438.21,26.64,0.655
Sugarcane,2010,Kharif     ,Puducherry,1765.0,277683.0,1434.5875,293184.15,423.6,115.19
Sunflower,2010,Kharif     ,Puducherry,1.0,1.0,1434.5875,166.11,0.24,1.0
Sweet potato,2010,Kharif     ,Puducherry,1.0,8.0,1434.5875,166.11,0.24,8.0
Tapioca,2010,Kharif     ,Puducherry,256.0,4783.0,1434.5875,42524.16,61.44,15.8
Tapioca,2010,Rabi       ,Puducherry,3.0,57.0,1434.5875,498.33,0.72,19.0
Turmeric,2010,Kharif     ,Puducherry,4.0,6.0,1434.5875,664.44,0.96,1.5
Urad,2010,Kharif     ,Puducherry,22.0,17.0,1434.5875,3654.42,5.28,0.77
Urad,2010,Rabi       ,Puducherry,189.0,206.0,1434.5875,31394.79,45.36,1.09
Urad,2010,Summer     ,Puducherry,916.0,374.0,1434.5875,152156.76,219.84,0.626666667
Arecanut,2010,Rabi       ,Assam,68947.0,68556.0,2578.5,11452786.17,16547.28,0.981851852
Arhar/Tur,2010,Kharif     ,Assam,7137.0,5098.0,2578.5,1185527.07,1712.88,0.70962963
Banana,2010,Whole Year ,Assam,47628.0,653502.0,2578.5,7911487.08,11430.72,13.76444444
Black pepper,2010,Whole Year ,Assam,3041.0,4589.0,2578.5,505140.51,729.84,1.612222222
Castor seed,2010,Kharif     ,Assam,978.0,419.0,2578.5,162455.58,234.72,0.428
Coconut ,2010,Whole Year ,Assam,19426.0,158565000.0,2578.5,3226852.86,4662.24,7185.195556
Cotton(lint),2010,Kharif     ,Assam,1398.0,650.0,2578.5,232221.78,335.52,0.528333333
Dry chillies,2010,Whole Year ,Assam,18808.0,12237.0,2578.5,3124196.88,4513.92,0.636666667
Ginger,2010,Whole Year ,Assam,16386.0,112548.0,2578.5,2721878.46,3932.64,6.940740741
Gram,2010,Rabi       ,Assam,1802.0,915.0,2578.5,299330.22,432.48,0.49
Jute,2010,Kharif     ,Assam,62267.0,625575.0,2578.5,10343171.37,14944.08,10.21074074
Linseed,2010,Rabi       ,Assam,7125.0,3815.0,2578.5,1183533.75,1710.0,0.522083333
Maize,2010,Kharif     ,Assam,19772.0,14110.0,2578.5,3284326.92,4745.28,0.61
Masoor,2010,Rabi       ,Assam,23895.0,11820.0,2578.5,3969198.45,5734.8,0.495384615
Mesta,2010,Kharif     ,Assam,4970.0,25950.0,2578.5,825566.7,1192.8,4.909130435
Moong(Green Gram),2010,Rabi       ,Assam,9022.0,4243.0,2578.5,1498644.42,2165.28,0.451851852
Niger seed,2010,Kharif     ,Assam,7811.0,4020.0,2578.5,1297485.21,1874.64,0.5284
Onion,2010,Whole Year ,Assam,6906.0,15408.0,2578.5,1147155.66,1657.44,2.308518519
Peas & beans (Pulses),2010,Rabi       ,Assam,22401.0,13365.0,2578.5,3721030.11,5376.24,0.604814815
Potato,2010,Whole Year ,Assam,85023.0,657627.0,2578.5,14123170.53,20405.52,7.705185185
Rapeseed &Mustard,2010,Rabi       ,Assam,243815.0,142661.0,2578.5,40500109.65,58515.6,0.528888889
Rice,2010,Autumn     ,Assam,307988.0,355825.0,2578.5,51159886.68,73917.12,1.272592593
Rice,2010,Summer     ,Assam,398785.0,1027575.0,2578.5,66242176.35,95708.4,2.342222222
Rice,2010,Winter     ,Assam,1830682.0,3649129.0,2578.5,304094587.0,439363.68,1.958888889
Sesamum,2010,Kharif     ,Assam,11888.0,6759.0,2578.5,1974715.68,2853.12,0.496666667
Small millets,2010,Kharif     ,Assam,5186.0,2600.0,2578.5,861446.46,1244.64,0.505384615
Sugarcane,2010,Whole Year ,Assam,29736.0,1076332.0,2578.5,4939446.96,7136.64,36.27592593
Sweet potato,2010,Whole Year ,Assam,6186.0,21378.0,2578.5,1027556.46,1484.64,3.412592593
Tapioca,2010,Whole Year ,Assam,4179.0,19922.0,2578.5,694173.69,1002.96,4.5232
Tobacco,2010,Whole Year ,Assam,490.0,250.0,2578.5,81393.9,117.6,0.6084
Turmeric,2010,Whole Year ,Assam,14963.0,10623.0,2578.5,2485503.93,3591.12,0.753333333
