crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,2011,Kharif     ,Puducherry,60.0,77.0,1434.5875,10051.2,19.8,1.28
Bajra,2011,Kharif     ,Puducherry,11.0,29.0,1434.5875,1842.72,3.63,2.64
Bajra,2011,Summer     ,Puducherry,20.0,51.0,1434.5875,3350.4,6.6,2.55
Banana,2011,Kharif     ,Puducherry,266.0,3263.0,1434.5875,44560.32,87.78,10.90333333
Black pepper,2011,Kharif     ,Puducherry,11.0,5.0,1434.5875,1842.72,3.63,0.45
Cashewnut,2011,Kharif     ,Puducherry,159.0,50.0,1434.5875,26635.68,52.47,0.466666667
Coconut ,2011,Whole Year ,Puducherry,2095.0,17313000.0,1434.5875,350954.4,691.35,9838.6475
Cotton(lint),2011,Summer     ,Puducherry,8.0,8.0,1434.5875,1340.16,2.64,1.0
Dry chillies,2011,Kharif     ,Puducherry,1.0,2.0,1434.5875,167.52,0.33,2.0
Dry chillies,2011,Summer     ,Puducherry,1.0,2.0,1434.5875,167.52,0.33,2.0
Groundnut,2011,Kharif     ,Puducherry,16.0,30.0,1434.5875,2680.32,5.28,1.88
Groundnut,2011,Rabi       ,Puducherry,282.0,389.0,1434.5875,47240.64,93.06,1.195
Groundnut,2011,Summer     ,Puducherry,21.0,38.0,1434.5875,3517.92,6.93,1.47
Jowar,2011,Summer     ,Puducherry,1.0,2.0,1434.5875,167.52,0.33,2.0
Moong(Green Gram),2011,Kharif     ,Puducherry,1.0,1.0,1434.5875,167.52,0.33,1.0
Moong(Green Gram),2011,Rabi       ,Puducherry,3.0,1.0,1434.5875,502.56,0.99,0.25
Moong(Green Gram),2011,Summer     ,Puducherry,1310.0,481.0,1434.5875,219451.2,432.3,0.495
Onion,2011,Rabi       ,Puducherry,1.0,7.0,1434.5875,167.52,0.33,7.0
Other  Rabi pulses,2011,Rabi       ,Puducherry,20.0,20.0,1434.5875,3350.4,6.6,1.0
Other Kharif pulses,2011,Kharif     ,Puducherry,1.0,1.0,1434.5875,167.52,0.33,1.0
Other Kharif pulses,2011,Rabi       ,Puducherry,20.0,20.0,1434.5875,3350.4,6.6,1.0
Ragi,2011,Kharif     ,Puducherry,12.0,33.0,1434.5875,2010.24,3.96,2.75
Ragi,2011,Summer     ,Puducherry,10.0,25.0,1434.5875,1675.2,3.3,2.5
Rice,2011,Kharif     ,Puducherry,4237.0,12794.0,1434.5875,709782.24,1398.21,3.046666667
Rice,2011,Rabi       ,Puducherry,10324.0,23489.0,1434.5875,1729476.48,3406.92,2.856666667
Rice,2011,Summer     ,Puducherry,2015.0,5831.0,1434.5875,337552.8,664.95,2.49
Sesamum,2011,Kharif     ,Puducherry,3.0,2.0,1434.5875,502.56,0.99,0.67
Sesamum,2011,Rabi       ,Puducherry,6.0,4.0,1434.5875,1005.12,1.98,0.67
Sesamum,2011,Summer     ,Puducherry,113.0,92.0,1434.5875,18929.76,37.29,0.58
Sugarcane,2011,Kharif     ,Puducherry,1949.0,287785.0,1434.5875,326496.48,643.17,147.66
Tapioca,2011,Kharif     ,Puducherry,245.0,6064.0,1434.5875,41042.4,80.85,18.725
Tapioca,2011,Rabi       ,Puducherry,1.0,24.0,1434.5875,167.52,0.33,24.0
Turmeric,2011,Kharif     ,Puducherry,2.0,3.0,1434.5875,335.04,0.66,1.5
Turmeric,2011,Rabi       ,Puducherry,4.0,6.0,1434.5875,670.08,1.32,1.5
Urad,2011,Kharif     ,Puducherry,15.0,12.0,1434.5875,2512.8,4.95,0.8
Urad,2011,Rabi       ,Puducherry,224.0,242.0,1434.5875,37524.48,73.92,0.83
Urad,2011,Summer     ,Puducherry,832.0,317.0,1434.5875,139376.64,274.56,0.563333333
Arecanut,2011,Rabi       ,Assam,68699.0,60075.0,1743.4,11508456.48,22670.67,0.878148148
Arhar/Tur,2011,Kharif     ,Assam,5697.0,4467.0,1743.4,954361.44,1880.01,0.774074074
Banana,2011,Whole Year ,Assam,47563.0,729102.0,1743.4,7967753.76,15695.79,14.98222222
Black pepper,2011,Whole Year ,Assam,3647.0,5198.0,1743.4,610945.44,1203.51,1.597777778
Castor seed,2011,Kharif     ,Assam,1024.0,538.0,1743.4,171540.48,337.92,0.515833333
Coconut ,2011,Whole Year ,Assam,20710.0,175613000.0,1743.4,3469339.2,6834.3,7299.402593
Cotton(lint),2011,Kharif     ,Assam,1230.0,581.0,1743.4,206049.6,405.9,0.595652174
Dry chillies,2011,Whole Year ,Assam,19526.0,12871.0,1743.4,3270995.52,6443.58,0.655185185
Ginger,2011,Whole Year ,Assam,16338.0,121369.0,1743.4,2736941.76,5391.54,7.513333333
Gram,2011,Rabi       ,Assam,1823.0,955.0,1743.4,305388.96,601.59,0.5328
Jute,2011,Kharif     ,Assam,65560.0,608023.0,1743.4,10982611.2,21634.8,9.125555556
Linseed,2011,Rabi       ,Assam,7037.0,3981.0,1743.4,1178838.24,2322.21,0.536086957
Maize,2011,Kharif     ,Assam,21297.0,17075.0,1743.4,3567673.44,7028.01,0.693333333
Masoor,2011,Rabi       ,Assam,22544.0,11798.0,1743.4,3776570.88,7439.52,0.526
Mesta,2011,Kharif     ,Assam,4877.0,27718.0,1743.4,816995.04,1609.41,5.8716
Moong(Green Gram),2011,Rabi       ,Assam,11512.0,6347.0,1743.4,1928490.24,3798.96,0.524074074
Niger seed,2011,Kharif     ,Assam,8423.0,4372.0,1743.4,1411020.96,2779.59,0.604347826
Onion,2011,Whole Year ,Assam,7372.0,22595.0,1743.4,1234957.44,2432.76,3.02962963
Peas & beans (Pulses),2011,Rabi       ,Assam,21151.0,13602.0,1743.4,3543215.52,6979.83,0.645925926
Potato,2011,Whole Year ,Assam,97816.0,682597.0,1743.4,16386136.32,32279.28,7.035925926
Rapeseed &Mustard,2011,Rabi       ,Assam,247949.0,138647.0,1743.4,41536416.48,81823.17,0.538888889
Rice,2011,Autumn     ,Assam,276486.0,338015.0,1743.4,46316934.72,91240.38,1.268518519
Rice,2011,Summer     ,Assam,393619.0,1080072.0,1743.4,65939054.88,129894.27,2.489615385
Rice,2011,Winter     ,Assam,1875601.0,3297591.0,1743.4,314200679.5,618948.33,1.797037037
Sesamum,2011,Kharif     ,Assam,11801.0,7957.0,1743.4,1976903.52,3894.33,0.594444444
Small millets,2011,Kharif     ,Assam,3991.0,2041.0,1743.4,668572.32,1317.03,0.523913043
