crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,2006,Kharif     ,Puducherry,63.0,82.0,1434.5875,8045.73,13.86,1.3
Arecanut,2006,Whole Year ,Puducherry,63.0,82.0,1434.5875,8045.73,13.86,1.3
Banana,2006,Kharif     ,Puducherry,305.0,9890.0,1434.5875,38951.55,67.1,22.23666667
Black pepper,2006,Kharif     ,Puducherry,12.0,7.0,1434.5875,1532.52,2.64,0.58
Cotton(lint),2006,Summer     ,Puducherry,57.0,40.0,1434.5875,7279.47,12.54,0.75
Dry chillies,2006,Kharif     ,Puducherry,1.0,2.0,1434.5875,127.71,0.22,2.0
Dry chillies,2006,Rabi       ,Puducherry,4.0,8.0,1434.5875,510.84,0.88,2.0
Dry chillies,2006,Summer     ,Puducherry,4.0,10.0,1434.5875,510.84,0.88,2.335
Groundnut,2006,Rabi       ,Puducherry,697.0,1427.0,1434.5875,89013.87,153.34,1.6
Jowar,2006,Summer     ,Puducherry,4.0,7.0,1434.5875,510.84,0.88,1.75
Onion,2006,Rabi       ,Puducherry,1.0,4.0,1434.5875,127.71,0.22,4.0
Onion,2006,Summer     ,Puducherry,2.0,10.0,1434.5875,255.42,0.44,5.0
Rice,2006,Kharif     ,Puducherry,5010.0,13285.0,1434.5875,639827.1,1102.2,2.64
Rice,2006,Rabi       ,Puducherry,12061.0,33581.0,1434.5875,1540310.31,2653.42,4.05
Rice,2006,Summer     ,Puducherry,4574.0,13942.0,1434.5875,584145.54,1006.28,3.05
Sesamum,2006,Rabi       ,Puducherry,134.0,88.0,1434.5875,17113.14,29.48,0.5
Sugarcane,2006,Kharif     ,Puducherry,2500.0,383706.0,1434.5875,319275.0,550.0,112.3
Tapioca,2006,Kharif     ,Puducherry,357.0,14141.0,1434.5875,45592.47,78.54,26.93
Arecanut,2006,Rabi       ,Meghalaya,12081.0,16561.0,2454.7,1542864.51,2657.82,1.254285714
Banana,2006,Kharif     ,Meghalaya,6422.0,72367.0,2454.7,820153.62,1412.84,10.31714286
Castor seed,2006,Rabi       ,Meghalaya,33.0,21.0,2454.7,4214.43,7.26,0.693333333
Cotton(lint),2006,Rabi       ,Meghalaya,7208.0,7738.0,2454.7,920533.68,1585.76,1.05
Dry chillies,2006,Rabi       ,Meghalaya,1870.0,1375.0,2454.7,238817.7,411.4,0.958571429
Ginger,2006,Kharif     ,Meghalaya,9639.0,57278.0,2454.7,1230996.69,2120.58,7.088571429
Gram,2006,Rabi       ,Meghalaya,536.0,332.0,2454.7,68452.56,117.92,0.6
Jute,2006,Rabi       ,Meghalaya,3967.0,35304.0,2454.7,506625.57,872.74,7.056666667
Linseed,2006,Rabi       ,Meghalaya,82.0,39.0,2454.7,10472.22,18.04,0.48
