crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,2015,Kharif     ,Andhra Pradesh,516.0,1795.0,940.7,81481.56,170.28,3.32
Arhar/Tur,2015,Kharif     ,Andhra Pradesh,215323.0,128654.0,940.7,34001654.93,71056.59,0.579230769
Arhar/Tur,2015,Rabi       ,Andhra Pradesh,4995.0,3472.0,940.7,788760.45,1648.35,0.643
Bajra,2015,Kharif     ,Andhra Pradesh,33319.0,58890.0,940.7,5261403.29,10995.27,1.908181818
Bajra,2015,Rabi       ,Andhra Pradesh,3421.0,6133.0,940.7,540210.11,1128.93,1.978333333
Banana,2015,Whole Year ,Andhra Pradesh,59428.0,2322913.0,940.7,9384275.48,19611.24,39.59461538
Cashewnut,2015,Kharif     ,Andhra Pradesh,109823.0,40835.0,940.7,17342149.93,36241.59,0.379166667
Castor seed,2015,Kharif     ,Andhra Pradesh,48940.0,27592.0,940.7,7728115.4,16150.2,0.81125
Castor seed,2015,Rabi       ,Andhra Pradesh,1785.0,1226.0,940.7,281869.35,589.05,0.836
Coconut ,2015,Whole Year ,Andhra Pradesh,103948.0,1427745000.0,940.7,16414428.68,34302.84,12616.92333
Coriander,2015,Kharif     ,Andhra Pradesh,36.0,13.0,940.7,5684.76,11.88,0.396666667
Coriander,2015,Rabi       ,Andhra Pradesh,25302.0,10385.0,940.7,3995438.82,8349.66,0.4425
Cotton(lint),2015,Kharif     ,Andhra Pradesh,662671.0,1810621.0,940.7,104642377.6,218681.43,2.519230769
Cotton(lint),2015,Rabi       ,Andhra Pradesh,3394.0,6662.0,940.7,535946.54,1120.02,2.23
Cowpea(Lobia),2015,Kharif     ,Andhra Pradesh,11043.0,9696.0,940.7,1743800.13,3644.19,0.77125
Cowpea(Lobia),2015,Rabi       ,Andhra Pradesh,8003.0,6569.0,940.7,1263753.73,2640.99,0.513
Dry chillies,2015,Kharif     ,Andhra Pradesh,131693.0,516347.0,940.7,20795641.63,43458.69,3.815454545
Dry chillies,2015,Rabi       ,Andhra Pradesh,24362.0,102073.0,940.7,3847003.42,8039.46,3.588461538
Ginger,2015,Kharif     ,Andhra Pradesh,362.0,955.0,940.7,57163.42,119.46,2.802
Ginger,2015,Rabi       ,Andhra Pradesh,1.0,3.0,940.7,157.91,0.33,3.0
Gram,2015,Kharif     ,Andhra Pradesh,2.0,2.0,940.7,315.82,0.66,1.0
Gram,2015,Rabi       ,Andhra Pradesh,471129.0,499784.0,940.7,74395980.39,155472.57,1.478333333
Groundnut,2015,Kharif     ,Andhra Pradesh,682130.0,597783.0,940.7,107715148.3,225102.9,1.811538462
Groundnut,2015,Rabi       ,Andhra Pradesh,92588.0,202773.0,940.7,14620571.08,30554.04,2.593076923
Horse-gram,2015,Kharif     ,Andhra Pradesh,35190.0,10511.0,940.7,5556852.9,11612.7,0.363333333
Horse-gram,2015,Rabi       ,Andhra Pradesh,22577.0,11421.0,940.7,3565134.07,7450.41,0.5475
Jowar,2015,Kharif     ,Andhra Pradesh,44394.0,49280.0,940.7,7010256.54,14650.02,1.124166667
Jowar,2015,Rabi       ,Andhra Pradesh,130217.0,308430.0,940.7,20562566.47,42971.61,2.749090909
Linseed,2015,Kharif     ,Andhra Pradesh,259.0,125.0,940.7,40898.69,85.47,0.64
Maize,2015,Kharif     ,Andhra Pradesh,75017.0,276205.0,940.7,11845934.47,24755.61,3.876923077
Maize,2015,Rabi       ,Andhra Pradesh,157628.0,1135482.0,940.7,24891037.48,52017.24,5.915384615
Mesta,2015,Kharif     ,Andhra Pradesh,5355.0,44366.0,940.7,845608.05,1767.15,8.23
Mesta,2015,Rabi       ,Andhra Pradesh,15.0,140.0,940.7,2368.65,4.95,9.33
Moong(Green Gram),2015,Kharif     ,Andhra Pradesh,51600.0,18197.0,940.7,8148156.0,17028.0,0.550769231
Moong(Green Gram),2015,Rabi       ,Andhra Pradesh,159540.0,118722.0,940.7,25192961.4,52648.2,0.734615385
Niger seed,2015,Rabi       ,Andhra Pradesh,6685.0,2578.0,940.7,1055628.35,2206.05,0.445
Oilseeds total,2015,Kharif     ,Andhra Pradesh,849779.0,1945561.0,940.7,134188601.9,280427.07,5.453076923
Onion,2015,Kharif     ,Andhra Pradesh,33867.0,573224.0,940.7,5347937.97,11176.11,16.65909091
Onion,2015,Rabi       ,Andhra Pradesh,7375.0,122524.0,940.7,1164586.25,2433.75,14.99583333
Potato,2015,Kharif     ,Andhra Pradesh,574.0,7851.0,940.7,90640.34,189.42,7.96
Potato,2015,Rabi       ,Andhra Pradesh,1472.0,17105.0,940.7,232443.52,485.76,8.875
Ragi,2015,Kharif     ,Andhra Pradesh,26603.0,25402.0,940.7,4200879.73,8778.99,1.123333333
Ragi,2015,Rabi       ,Andhra Pradesh,4569.0,8572.0,940.7,721490.79,1507.77,1.757777778
Rapeseed &Mustard,2015,Kharif     ,Andhra Pradesh,10.0,7.0,940.7,1579.1,3.3,0.7
Rapeseed &Mustard,2015,Rabi       ,Andhra Pradesh,1426.0,764.0,940.7,225179.66,470.58,0.3975
Rice,2015,Kharif     ,Andhra Pradesh,1398884.0,4115558.0,940.7,220897772.4,461631.72,3.091538462
Rice,2015,Rabi       ,Andhra Pradesh,761911.0,3402713.0,940.7,120313366.0,251430.63,3.671538462
Safflower,2015,Rabi       ,Andhra Pradesh,304.0,212.0,940.7,48004.64,100.32,0.713333333
Sesamum,2015,Kharif     ,Andhra Pradesh,28065.0,5129.0,940.7,4431744.15,9261.45,0.2975
Sesamum,2015,Rabi       ,Andhra Pradesh,25066.0,9114.0,940.7,3958172.06,8271.78,0.37
Small millets,2015,Kharif     ,Andhra Pradesh,46696.0,42556.0,940.7,7373765.36,15409.68,0.703333333
Small millets,2015,Rabi       ,Andhra Pradesh,3930.0,4271.0,940.7,620586.3,1296.9,0.986
Soyabean,2015,Kharif     ,Andhra Pradesh,1210.0,1786.0,940.7,191071.1,399.3,1.45
Soyabean,2015,Rabi       ,Andhra Pradesh,66.0,107.0,940.7,10422.06,21.78,1.62
Sugarcane,2015,Whole Year ,Andhra Pradesh,121685.0,9353418.0,940.7,19215278.35,40156.05,85.06461538
Sunflower,2015,Kharif     ,Andhra Pradesh,6568.0,5165.0,940.7,1037152.88,2167.44,0.965
Sunflower,2015,Rabi       ,Andhra Pradesh,19725.0,18004.0,940.7,3114774.75,6509.25,0.9525
Sweet potato,2015,Kharif     ,Andhra Pradesh,135.0,1310.0,940.7,21317.85,44.55,11.0375
Sweet potato,2015,Rabi       ,Andhra Pradesh,457.0,5575.0,940.7,72164.87,150.81,11.82090909
Tapioca,2015,Kharif     ,Andhra Pradesh,8572.0,111270.0,940.7,1353604.52,2828.76,14.00333333
Tapioca,2015,Rabi       ,Andhra Pradesh,61.0,763.0,940.7,9632.51,20.13,11.06
Tobacco,2015,Kharif     ,Andhra Pradesh,19100.0,128256.0,940.7,3016081.0,6303.0,5.955263158
Tobacco,2015,Rabi       ,Andhra Pradesh,95687.0,214375.0,940.7,15109934.17,31576.71,3.359230769
Urad,2015,Kharif     ,Andhra Pradesh,44016.0,30921.0,940.7,6950566.56,14525.28,0.786153846
Urad,2015,Rabi       ,Andhra Pradesh,411586.0,379722.0,940.7,64993545.26,135823.38,0.8
Wheat,2015,Rabi       ,Andhra Pradesh,164.0,115.0,940.7,25897.24,54.12,0.696666667
Arecanut,2015,Kharif     ,Puducherry,55.0,83.0,1980.6,8685.05,18.15,1.51
Bajra,2015,Kharif     ,Puducherry,6.0,15.0,1980.6,947.46,1.98,2.5
Bajra,2015,Summer     ,Puducherry,1.0,2.0,1980.6,157.91,0.33,2.0
Banana,2015,Kharif     ,Puducherry,246.0,6235.0,1980.6,38845.86,81.18,15.98666667
Cashewnut,2015,Kharif     ,Puducherry,143.0,44.0,1980.6,22581.13,47.19,0.433333333
Coconut ,2015,Whole Year ,Puducherry,1941.0,28632000.0,1980.6,306503.31,640.53,12467.6075
Cotton(lint),2015,Kharif     ,Puducherry,118.0,271.0,1980.6,18633.38,38.94,1.795
