crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arhar/Tur,2021,Kharif     ,Uttarakhand,3230.5067872135533,2793.313008310982,1224.4527025418176,591333.1216490765,1189.1729779089123,0.864667122622061
Barley,2021,Rabi       ,Uttarakhand,19655.984065487664,25129.541889138818,1358.1392715281097,3854182.593467942,6729.032056599315,1.2784677584909996
Garlic,2021,Whole Year ,Uttarakhand,5359.379430481821,34087.81173699261,1197.8427956342796,1039485.7822364582,1829.5714410360783,6.360402762886306
Gram,2021,Rabi       ,Uttarakhand,697.1537406395054,484.38916769003805,1297.0312469009643,144624.3432650953,290.4190604971778,0.6948096803521466
Groundnut,2021,Kharif     ,Uttarakhand,649.1094449310074,1008.5202570016247,1376.1831712603507,111666.59617166809,219.22579478673768,1.5536983244925953
Horse-gram,2021,Kharif     ,Uttarakhand,12818.98943904789,11629.427084033277,1470.0314683576032,2536237.13846781,4276.1096241186915,0.9072031098339867
Maize,2021,Kharif     ,Uttarakhand,18251.4784422975,33885.76474156899,1248.1203366546872,3966762.485821972,7652.276171524686,1.8566038279419215
Maize,2021,Summer     ,Uttarakhand,200.97348087983463,434.42610812657483,1289.0657523135424,38277.148282210765,66.63429842942618,2.1616091149176313
Masoor,2021,Rabi       ,Uttarakhand,9083.97286873029,6934.564873997412,1280.2734218705777,1688651.7302568173,3529.494932669803,0.7633845867008505
Moong(Green Gram),2021,Kharif     ,Uttarakhand,9.474816216964305,7.653381710326776,1317.2484259980422,1812.1342344499928,3.4955083288150894,0.8077604393659564
Moong(Green Gram),2021,Summer     ,Uttarakhand,8.517405005418677,7.1193033774242025,1421.7982865336571,1524.0882561900544,3.1923441414219895,0.8358535695901489
Moth,2021,Kharif     ,Uttarakhand,41.15763788516618,22.612468765837576,1492.1443136579087,7746.709115622401,14.511790256807956,0.5494112375673397
Onion,2021,Whole Year ,Uttarakhand,3445.6247819688783,52104.46405377364,1262.8196222110923,696330.8922834042,1184.0897449115078,15.121920508129275
Other  Rabi pulses,2021,Rabi       ,Uttarakhand,33.26211548821529,23.039129755188718,1275.4663753490618,6139.491973227063,11.745020282530248,0.6926537719271477
Other Cereals,2021,Kharif     ,Uttarakhand,645.9381544633582,384.629107624683,1489.0196177136818,124054.61377902029,235.68362530205866,0.5954581022454553
Other Cereals,2021,Rabi       ,Uttarakhand,410.56082327142735,319.5386127462585,1296.7460531194165,87521.40051240951,156.04486716069792,0.7782978663188406
Other Kharif pulses,2021,Kharif     ,Uttarakhand,15187.68140243418,16679.784720599248,1519.801485737068,2917015.8454752485,5450.6067220281,1.0982443125206671
Peas & beans (Pulses),2021,Rabi       ,Uttarakhand,4912.3220691500655,3545.6495774394407,1409.1874303646368,934654.8986748348,1734.727433628159,0.7217868713671114
Potato,2021,Kharif     ,Uttarakhand,5937.226531794926,58238.05109640337,1425.173466357453,1118721.7391026067,2422.8683776958965,9.808965648275004
Potato,2021,Rabi       ,Uttarakhand,5692.748499310215,62201.65277643216,1320.859333377196,1089168.0591565063,2004.5526955377238,10.926471243893713
Ragi,2021,Kharif     ,Uttarakhand,85082.73134997078,128147.23544727283,1309.5817798893506,17420970.760474477,31558.22790721121,1.5061485851948597
Rapeseed &Mustard,2021,Rabi       ,Uttarakhand,12851.259115422714,8150.003355237029,1346.116558231067,2532843.741393815,5029.601792702342,0.6341793657756275
Rice,2021,Kharif     ,Uttarakhand,227596.16699382133,501787.33726574306,1286.27690958402,43172765.22466262,92329.14606023833,2.204726660793744
Rice,2021,Summer     ,Uttarakhand,15358.452557690905,53083.11737468109,1281.225000930787,3265551.300207847,5951.385484378074,3.4562803235081887
Sesamum,2021,Kharif     ,Uttarakhand,2010.4840670748408,490.18748070636184,1196.2824432029836,408057.43158277264,738.1093686086024,0.24381565053612259
Small millets,2021,Kharif     ,Uttarakhand,42431.74155180087,63869.646627658054,1396.0233317830418,8681806.02689722,18124.28999498872,1.5052327406756494
Soyabean,2021,Kharif     ,Uttarakhand,6617.365043394061,8343.166709950789,1404.2637448677626,1348781.911923909,2851.3076914660924,1.260798921510239
Sugarcane,2021,Whole Year ,Uttarakhand,98202.37939825826,7736134.330759678,1456.7141482317602,16724981.483821515,36713.61541940366,78.77746321589524
Sunflower,2021,Kharif     ,Uttarakhand,2.9049344405085877,2.028996892071205,1290.2580844545193,580.1392268468388,1.1136840005798072,0.698465639629366
Sunflower,2021,Summer     ,Uttarakhand,2.9921350418550783,2.0460756647153686,1347.8560430538362,576.6380820830192,1.0379037381191898,0.6838179547694587
Tobacco,2021,Whole Year ,Uttarakhand,3.0461029247894214,5.659794511316527,1305.6546853918064,634.7661252446021,1.098749266022729,1.8580444098775128
Turmeric,2021,Whole Year ,Uttarakhand,1270.6714668061074,3609.7799461582663,1411.8955705376802,244217.51253663856,488.4703891987835,2.8408444200227603
Urad,2021,Kharif     ,Uttarakhand,12108.464368536104,14271.935045000288,1290.457379789888,2386867.1573221055,4225.534153661046,1.1786742406482171
Urad,2021,Summer     ,Uttarakhand,58.65588862544861,70.33334470509105,1272.5282474124704,11323.549921243988,17.623327332910137,1.199084121872395
Wheat,2021,Rabi       ,Uttarakhand,284994.73265424947,635742.0488293293,1354.5710700497489,54951833.18539768,110735.50084672344,2.230715083427876
other oilseeds,2021,Kharif     ,Uttarakhand,12.707340272661519,8.837030313441106,1416.235408896785,2775.3229381633773,4.8456414157745025,0.6954272195301979
other oilseeds,2021,Rabi       ,Uttarakhand,28.18482783261365,19.44598068198242,1157.9059672494946,5538.698348443725,11.651971376444644,0.6899449873339583
