crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,2001,Whole Year ,Andhra Pradesh,268.0,449.0,928.4,27370.84,69.68,1.71
Arhar/Tur,2001,Kharif     ,Andhra Pradesh,414401.0,185620.0,928.4,42322774.13,107744.26,0.465
Arhar/Tur,2001,Rabi       ,Andhra Pradesh,5439.0,2706.0,928.4,555485.07,1414.14,0.46
Bajra,2001,Kharif     ,Andhra Pradesh,81851.0,63589.0,928.4,8359442.63,21281.26,0.851764706
Bajra,2001,Rabi       ,Andhra Pradesh,9684.0,7442.0,928.4,989026.92,2517.84,0.795
Banana,2001,Whole Year ,Andhra Pradesh,50507.0,761365.0,928.4,5158279.91,13131.82,11.73363636
Cashewnut,2001,Whole Year ,Andhra Pradesh,147370.0,38729.0,928.4,15050898.1,38316.2,0.236
Castor seed,2001,Kharif     ,Andhra Pradesh,283585.0,82983.0,928.4,28962536.05,73732.1,0.296842105
Coconut ,2001,Whole Year ,Andhra Pradesh,104244.0,1124969850.0,928.4,10646439.72,27103.44,9057.671111
Coriander,2001,Whole Year ,Andhra Pradesh,57913.0,22711.0,928.4,5914654.69,15057.38,0.531176471
Cotton(lint),2001,Kharif     ,Andhra Pradesh,1107852.0,1876698.0,928.4,113144924.8,288041.52,1.820454545
Dry chillies,2001,Kharif     ,Andhra Pradesh,170661.0,463307.0,928.4,17429607.93,44371.86,2.497272727
Dry chillies,2001,Rabi       ,Andhra Pradesh,54167.0,128104.0,928.4,5532075.71,14083.42,2.276363636
Ginger,2001,Whole Year ,Andhra Pradesh,2547.0,6263.0,928.4,260125.11,662.22,2.4375
Gram,2001,Kharif     ,Andhra Pradesh,91.0,101.0,928.4,9293.83,23.66,1.092857143
Gram,2001,Rabi       ,Andhra Pradesh,285086.0,363033.0,928.4,29115833.18,74122.36,1.419
Groundnut,2001,Kharif     ,Andhra Pradesh,1438665.0,817551.0,928.4,146930856.5,374052.9,0.83
Groundnut,2001,Rabi       ,Andhra Pradesh,252453.0,432682.0,928.4,25783024.89,65637.78,1.765454545
Horse-gram,2001,Kharif     ,Andhra Pradesh,11412.0,4417.0,928.4,1165507.56,2967.12,0.368888889
Horse-gram,2001,Rabi       ,Andhra Pradesh,68927.0,34846.0,928.4,7039514.51,17921.02,0.458095238
Jowar,2001,Kharif     ,Andhra Pradesh,299306.0,287310.0,928.4,30568121.78,77819.56,0.838095238
Jowar,2001,Rabi       ,Andhra Pradesh,340023.0,346741.0,928.4,34726548.99,88405.98,0.854090909
Linseed,2001,Rabi       ,Andhra Pradesh,5872.0,1419.0,928.4,599707.36,1526.72,0.218333333
Maize,2001,Kharif     ,Andhra Pradesh,337533.0,986011.0,928.4,34472245.29,87758.58,2.801818182
Maize,2001,Rabi       ,Andhra Pradesh,90752.0,470744.0,928.4,9268501.76,23595.52,5.592857143
Mesta,2001,Kharif     ,Andhra Pradesh,78942.0,671542.0,928.4,8062346.46,20524.92,8.370909091
Moong(Green Gram),2001,Kharif     ,Andhra Pradesh,338337.0,113312.0,928.4,34554357.81,87967.62,0.408636364
Moong(Green Gram),2001,Rabi       ,Andhra Pradesh,137698.0,42031.0,928.4,14063096.74,35801.48,0.351
Niger seed,2001,Kharif     ,Andhra Pradesh,19090.0,8017.0,928.4,1949661.7,4963.4,0.38
Onion,2001,Kharif     ,Andhra Pradesh,17736.0,234978.0,928.4,1811377.68,4611.36,12.74411765
Onion,2001,Rabi       ,Andhra Pradesh,14089.0,324477.0,928.4,1438909.57,3663.14,21.08136364
Other  Rabi pulses,2001,Rabi       ,Andhra Pradesh,13750.0,5012.0,928.4,1404287.5,3575.0,0.510666667
Other Kharif pulses,2001,Kharif     ,Andhra Pradesh,17331.0,4573.0,928.4,1770015.03,4506.06,0.314210526
Potato,2001,Whole Year ,Andhra Pradesh,2348.0,14653.0,928.4,239801.24,610.48,5.85
Ragi,2001,Kharif     ,Andhra Pradesh,68733.0,80097.0,928.4,7019701.29,17870.58,1.252666667
Ragi,2001,Rabi       ,Andhra Pradesh,12994.0,22707.0,928.4,1327077.22,3378.44,1.738
Rapeseed &Mustard,2001,Rabi       ,Andhra Pradesh,2452.0,790.0,928.4,250422.76,637.52,0.3275
Rice,2001,Kharif     ,Andhra Pradesh,2426073.0,6500545.0,928.4,247774835.5,630778.98,2.627272727
Rice,2001,Rabi       ,Andhra Pradesh,1398674.0,4889246.0,928.4,142846575.6,363655.24,3.025909091
Safflower,2001,Rabi       ,Andhra Pradesh,19728.0,5920.0,928.4,2014820.64,5129.28,0.303
Sesamum,2001,Kharif     ,Andhra Pradesh,92861.0,16651.0,928.4,9483893.93,24143.86,0.168095238
Sesamum,2001,Rabi       ,Andhra Pradesh,39475.0,10049.0,928.4,4031581.75,10263.5,0.283684211
Small millets,2001,Kharif     ,Andhra Pradesh,56370.0,33223.0,928.4,5757068.1,14656.2,0.469285714
Small millets,2001,Rabi       ,Andhra Pradesh,931.0,760.0,928.4,95083.03,242.06,0.732
Sugarcane,2001,Whole Year ,Andhra Pradesh,218298.0,18081889.0,928.4,22294774.74,56757.48,84.989
Sunflower,2001,Kharif     ,Andhra Pradesh,267613.0,219397.0,928.4,27331315.69,69579.38,0.986111111
Sweet potato,2001,Whole Year ,Andhra Pradesh,1945.0,25810.0,928.4,198642.85,505.7,14.05764706
Tapioca,2001,Whole Year ,Andhra Pradesh,17694.0,146361.0,928.4,1807088.22,4600.44,7.83
Tobacco,2001,Whole Year ,Andhra Pradesh,188936.0,418057.0,928.4,19296033.68,49123.36,2.97047619
Urad,2001,Kharif     ,Andhra Pradesh,107061.0,44570.0,928.4,10934139.93,27835.86,0.388095238
Urad,2001,Rabi       ,Andhra Pradesh,519831.0,338499.0,928.4,53090340.03,135156.06,0.439545455
