crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,2000,Whole Year ,Andhra Pradesh,262.0,724.0,935.6,25720.54,68.12,2.78
Arhar/Tur,2000,Kharif     ,Andhra Pradesh,507366.0,216457.0,935.6,49808120.22,131915.16,0.433181818
Arhar/Tur,2000,Rabi       ,Andhra Pradesh,6098.0,2701.0,935.6,598640.66,1585.48,0.42375
Bajra,2000,Kharif     ,Andhra Pradesh,129475.0,135964.0,935.6,12710560.75,33663.5,1.001666667
Bajra,2000,Rabi       ,Andhra Pradesh,14229.0,12524.0,935.6,1396860.93,3699.54,0.883125
Banana,2000,Whole Year ,Andhra Pradesh,49051.0,819660.0,935.6,4815336.67,12753.26,17.63090909
Cashewnut,2000,Whole Year ,Andhra Pradesh,145315.0,31074.0,935.6,14265573.55,37781.9,0.190625
Castor seed,2000,Kharif     ,Andhra Pradesh,398561.0,136860.0,935.6,39126733.37,103625.86,0.339047619
Coconut ,2000,Whole Year ,Andhra Pradesh,102646.0,1092707179.0,935.6,10076757.82,26687.96,9101.813684
Coriander,2000,Whole Year ,Andhra Pradesh,58441.0,19993.0,935.6,5737152.97,15194.66,0.395
Cotton(lint),2000,Kharif     ,Andhra Pradesh,1021721.0,1662683.0,935.6,100302350.6,265647.46,1.687727273
Dry chillies,2000,Kharif     ,Andhra Pradesh,183741.0,410643.0,935.6,18037853.97,47772.66,2.146818182
Dry chillies,2000,Rabi       ,Andhra Pradesh,54262.0,115528.0,935.6,5326900.54,14108.12,2.023181818
Ginger,2000,Whole Year ,Andhra Pradesh,2329.0,6515.0,935.6,228637.93,605.54,3.14875
Gram,2000,Kharif     ,Andhra Pradesh,100.0,173.0,935.6,9817.0,26.0,1.1575
Gram,2000,Rabi       ,Andhra Pradesh,200763.0,228546.0,935.6,19708903.71,52198.38,1.4145
Groundnut,2000,Kharif     ,Andhra Pradesh,1601349.0,1697233.0,935.6,157204431.3,416350.74,0.904090909
Groundnut,2000,Rabi       ,Andhra Pradesh,272468.0,445720.0,935.6,26748183.56,70841.68,1.668181818
Horse-gram,2000,Kharif     ,Andhra Pradesh,13824.0,6838.0,935.6,1357102.08,3594.24,0.5
Horse-gram,2000,Rabi       ,Andhra Pradesh,64789.0,13492.0,935.6,6360336.13,16845.14,0.209545455
Jowar,2000,Kharif     ,Andhra Pradesh,332435.0,328490.0,935.6,32635143.95,86433.1,0.830909091
Jowar,2000,Rabi       ,Andhra Pradesh,344493.0,290498.0,935.6,33818877.81,89568.18,0.840909091
Linseed,2000,Rabi       ,Andhra Pradesh,5486.0,1093.0,935.6,538560.62,1426.36,0.2075
Maize,2000,Kharif     ,Andhra Pradesh,430544.0,1107165.0,935.6,42266504.48,111941.44,2.564545455
Maize,2000,Rabi       ,Andhra Pradesh,97123.0,473602.0,935.6,9534564.91,25251.98,5.019545455
Mesta,2000,Kharif     ,Andhra Pradesh,77823.0,686947.0,935.6,7639883.91,20233.98,8.745384615
Moong(Green Gram),2000,Kharif     ,Andhra Pradesh,392017.0,141194.0,935.6,38484308.89,101924.42,0.404090909
Moong(Green Gram),2000,Rabi       ,Andhra Pradesh,128365.0,43016.0,935.6,12601592.05,33374.9,0.371578947
Niger seed,2000,Kharif     ,Andhra Pradesh,18452.0,6001.0,935.6,1811432.84,4797.52,0.36
Onion,2000,Kharif     ,Andhra Pradesh,17058.0,227873.0,935.6,1674583.86,4435.08,12.77315789
Onion,2000,Rabi       ,Andhra Pradesh,13248.0,308617.0,935.6,1300556.16,3444.48,22.5085
