crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arhar/Tur,2024,Kharif     ,Uttarakhand,3571.082954867095,2868.79756517457,1320.9422120501858,714779.9498877538,1198.2454764215227,0.8033410596818069
Barley,2024,Rabi       ,Uttarakhand,19344.023555499432,28323.579126156877,1304.9303614300754,3621112.769589236,7587.779602150496,1.4642030932651853
Garlic,2024,Whole Year ,Uttarakhand,5159.385439283316,33464.50804523242,1360.8774391271136,981503.3897480515,2177.8923819002334,6.486142281682473
Gram,2024,Rabi       ,Uttarakhand,742.9309460793288,561.0185255176491,1362.8044228105432,152773.1109890361,280.07338980673023,0.7551422221382935
Groundnut,2024,Kharif     ,Uttarakhand,641.6896187082295,1014.8926629212436,1430.563430687278,117031.49425641012,249.01407572879296,1.5815943305492466
Horse-gram,2024,Kharif     ,Uttarakhand,13274.668024032968,12916.276325679584,1261.2669070626232,2611343.8412279743,4727.553261255311,0.9730018334391084
Maize,2024,Kharif     ,Uttarakhand,19516.376873268815,37894.32153900872,1301.8725454478456,3632833.4211316095,7160.258876092871,1.9416678508044083
Maize,2024,Summer     ,Uttarakhand,196.97097919156587,432.1791568555274,1229.0818375042031,41272.630997073225,78.58971852154193,2.1941260516109216
Masoor,2024,Rabi       ,Uttarakhand,9458.06381122902,7322.529872241667,1472.1086634133121,1827919.4722059486,3734.0408494567246,0.7742102420104255
Moong(Green Gram),2024,Kharif     ,Uttarakhand,8.584329652906064,7.378092570404574,1474.7451232967142,1924.9590113619888,3.4277077522607344,0.8594838349325109
Moong(Green Gram),2024,Summer     ,Uttarakhand,8.507037089109158,6.5389809565067205,1416.9853689815598,1527.1177559913756,3.05206513127222,0.7686555128433643
Moth,2024,Kharif     ,Uttarakhand,43.97882780618378,23.901757133156224,1520.957086141694,8205.41750438508,17.389837461792187,0.5434832696881349
Onion,2024,Whole Year ,Uttarakhand,3478.389400705126,45802.732163860564,1335.4350603485107,660247.6594561615,1389.7378364785634,13.167798911351216
Other  Rabi pulses,2024,Rabi       ,Uttarakhand,31.921479435104807,25.317112283075264,1362.4253537014338,6732.812740068761,11.770830041416282,0.7931058563417783
Other Cereals,2024,Kharif     ,Uttarakhand,628.1355552320208,354.8625394722464,1424.3750300132065,129640.31162412997,221.088638760432,0.5649457931754353
Other Cereals,2024,Rabi       ,Uttarakhand,395.4080749680527,293.3001954952114,1387.1240990256547,76975.05432174212,167.55654063136126,0.7417658213452237
Other Kharif pulses,2024,Kharif     ,Uttarakhand,13520.181201589834,15783.840103229451,1254.3982520066095,2910876.2518113586,5419.175689149522,1.1674281481799544
Peas & beans (Pulses),2024,Rabi       ,Uttarakhand,4948.698582944116,3363.6201942401385,1529.4787574171119,959630.4727794187,1983.1695746441608,0.6796979322670788
Potato,2024,Kharif     ,Uttarakhand,6424.6599965634305,63507.82628048008,1315.3630460997629,1345792.3467445371,2212.421494728724,9.885009683695419
Potato,2024,Rabi       ,Uttarakhand,5185.027367449231,65838.55504862388,1257.816586880377,1011326.7161923879,2251.3158420570926,12.69782209095901
Ragi,2024,Kharif     ,Uttarakhand,86456.36535782524,124994.85437748842,1489.1620373244878,17132289.702021003,33340.49500722541,1.4457565253889664
Rapeseed &Mustard,2024,Rabi       ,Uttarakhand,12674.2662769561,8320.069953279448,1467.2413249543663,2513313.3562430316,5361.30792226654,0.6564537758218559
Rice,2024,Kharif     ,Uttarakhand,254432.4940245301,551069.7063656521,1374.5061087048864,50013546.41665523,87413.80086587205,2.1658778627250452
Rice,2024,Summer     ,Uttarakhand,15518.269940528082,57267.00527438906,1404.9402809815351,3239193.6138771554,5802.334497958943,3.6902957284451183
Sesamum,2024,Kharif     ,Uttarakhand,2024.2841400525983,507.0958615382125,1259.1814817243492,348284.5268666592,844.349313455402,0.25050626614356436
Small millets,2024,Kharif     ,Uttarakhand,46154.99637987857,73505.01933078661,1411.0969180549414,9150759.84748717,17298.890798642762,1.5925690628551623
Soyabean,2024,Kharif     ,Uttarakhand,7735.273684497983,10142.118769809862,1352.1930165969018,1401716.4574923604,2857.969045448461,1.3111518975903027
Sugarcane,2024,Whole Year ,Uttarakhand,90990.66584589565,7393893.341295798,1338.5113802856313,17207964.991183136,35470.50703824386,81.2599102617658
Sunflower,2024,Kharif     ,Uttarakhand,2.8493925360022567,2.1280087793437454,1312.7445916313125,659.0105911616655,1.1613902436540913,0.7468289301864235
Sunflower,2024,Summer     ,Uttarakhand,3.093773583531403,2.0919072538150876,1418.4431163363677,597.3280297505968,1.1541920714155902,0.676166887244305
Tobacco,2024,Whole Year ,Uttarakhand,2.844844240698855,5.748546543274943,1348.5590582107745,582.8070068577176,1.205027860629874,2.0206893794167002
Turmeric,2024,Whole Year ,Uttarakhand,1371.9521961610794,3900.6684880088073,1239.0501198541995,258754.1383652334,507.0588110046399,2.843151896198309
Urad,2024,Kharif     ,Uttarakhand,12243.275760824452,13311.15139036166,1337.9939931672752,2434257.103804777,4695.360322348295,1.087221398128935
Urad,2024,Summer     ,Uttarakhand,58.10860342834356,68.32131956116086,1273.4777675044952,12056.104359239833,23.132688709405503,1.1757522213627296
Wheat,2024,Rabi       ,Uttarakhand,288077.30837767007,682546.4791123378,1331.3535107194173,57266462.632583305,110447.00301411674,2.3693170522737517
other oilseeds,2024,Kharif     ,Uttarakhand,12.064270822099324,8.740897594260241,1382.3440144716196,2594.6602235548153,5.0024767467457565,0.7245276339659642
other oilseeds,2024,Rabi       ,Uttarakhand,29.662910682506514,20.183435751082285,1515.6531078078715,5823.421568313499,11.594107992775822,0.6804266771765362
