crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield
Arecanut,2003,Whole Year ,Andhra Pradesh,311.0,221.0,826.0,30782.78,74.64,0.704
Arhar/Tur,2003,Kharif     ,Andhra Pradesh,513239.0,214657.0,826.0,50800396.22,123177.36,0.424090909
Arhar/Tur,2003,Rabi       ,Andhra Pradesh,7492.0,3246.0,826.0,741558.16,1798.08,0.41625
Bajra,2003,Kharif     ,Andhra Pradesh,128512.0,141628.0,826.0,12720117.76,30842.88,1.072631579
Bajra,2003,Rabi       ,Andhra Pradesh,9603.0,6475.0,826.0,950504.94,2304.72,0.88375
Banana,2003,Whole Year ,Andhra Pradesh,38714.0,515379.0,826.0,3831911.72,9291.36,15.68263158
Cashewnut,2003,Whole Year ,Andhra Pradesh,150077.0,39207.0,826.0,14854621.46,36018.48,0.225
Castor seed,2003,Kharif     ,Andhra Pradesh,290915.0,131870.0,826.0,28794766.7,69819.6,0.447894737
Coconut ,2003,Whole Year ,Andhra Pradesh,103965.0,1195079360.0,826.0,10290455.7,24951.6,9524.628235
Coriander,2003,Whole Year ,Andhra Pradesh,48644.0,15999.0,826.0,4814783.12,11674.56,0.405294118
Cotton(lint),2003,Kharif     ,Andhra Pradesh,836892.0,1890394.0,826.0,82835570.16,200854.08,2.137619048
Dry chillies,2003,Kharif     ,Andhra Pradesh,199545.0,661563.0,826.0,19750964.1,47890.8,3.072272727
Dry chillies,2003,Rabi       ,Andhra Pradesh,50772.0,135462.0,826.0,5025412.56,12185.28,2.584545455
Ginger,2003,Whole Year ,Andhra Pradesh,1873.0,5614.0,826.0,185389.54,449.52,2.995
Gram,2003,Kharif     ,Andhra Pradesh,52.0,90.0,826.0,5146.96,12.48,1.656666667
Gram,2003,Rabi       ,Andhra Pradesh,422059.0,456464.0,826.0,41775399.82,101294.16,1.338947368
Groundnut,2003,Kharif     ,Andhra Pradesh,1258479.0,607024.0,826.0,124564251.4,302034.96,0.836818182
Groundnut,2003,Rabi       ,Andhra Pradesh,234780.0,378789.0,826.0,23238524.4,56347.2,1.645
Horse-gram,2003,Kharif     ,Andhra Pradesh,11304.0,4592.0,826.0,1118869.92,2712.96,0.35
Horse-gram,2003,Rabi       ,Andhra Pradesh,68190.0,34385.0,826.0,6749446.2,16365.6,0.463333333
Jowar,2003,Kharif     ,Andhra Pradesh,274944.0,349245.0,826.0,27213957.12,65986.56,1.965
Jowar,2003,Rabi       ,Andhra Pradesh,373235.0,392881.0,826.0,36942800.3,89576.4,1.286666667
Linseed,2003,Rabi       ,Andhra Pradesh,4542.0,1193.0,826.0,449567.16,1090.08,0.21
Maize,2003,Kharif     ,Andhra Pradesh,557812.0,1671502.0,826.0,55212231.76,133874.88,2.420909091
Maize,2003,Rabi       ,Andhra Pradesh,162802.0,805284.0,826.0,16114141.96,39072.48,5.081818182
Mesta,2003,Kharif     ,Andhra Pradesh,59177.0,470198.0,826.0,5857339.46,14202.48,7.792857143
Moong(Green Gram),2003,Kharif     ,Andhra Pradesh,478726.0,244136.0,826.0,47384299.48,114894.24,0.495
Moong(Green Gram),2003,Rabi       ,Andhra Pradesh,201785.0,68268.0,826.0,19972679.3,48428.4,0.353
Niger seed,2003,Kharif     ,Andhra Pradesh,17295.0,6792.0,826.0,1711859.1,4150.8,0.375
Onion,2003,Kharif     ,Andhra Pradesh,16862.0,234546.0,826.0,1669000.76,4046.88,12.80157895
Onion,2003,Rabi       ,Andhra Pradesh,12187.0,284935.0,826.0,1206269.26,2924.88,19.88333333
Other  Rabi pulses,2003,Rabi       ,Andhra Pradesh,4333.0,795.0,826.0,428880.34,1039.92,0.181818182
Other Kharif pulses,2003,Kharif     ,Andhra Pradesh,8349.0,2056.0,826.0,826384.02,2003.76,0.240769231
Potato,2003,Whole Year ,Andhra Pradesh,2648.0,24049.0,826.0,262099.04,635.52,9.045
Ragi,2003,Kharif     ,Andhra Pradesh,67597.0,82164.0,826.0,6690751.06,16223.28,1.140666667
Ragi,2003,Rabi       ,Andhra Pradesh,10845.0,19018.0,826.0,1073438.1,2602.8,1.783076923
Rapeseed &Mustard,2003,Rabi       ,Andhra Pradesh,1695.0,432.0,826.0,167771.1,406.8,0.285714286
Rice,2003,Kharif     ,Andhra Pradesh,2108904.0,5841539.0,826.0,208739317.9,506136.96,2.670909091
Rice,2003,Rabi       ,Andhra Pradesh,865734.0,3111263.0,826.0,85690351.32,207776.16,2.729090909
Safflower,2003,Rabi       ,Andhra Pradesh,17250.0,5331.0,826.0,1707405.0,4140.0,0.297272727
Sesamum,2003,Kharif     ,Andhra Pradesh,114516.0,33235.0,826.0,11334793.68,27483.84,0.262380952
Sesamum,2003,Rabi       ,Andhra Pradesh,46892.0,9544.0,826.0,4641370.16,11254.08,0.204210526
